               data_ora   rad  temperatura elevazione
2023-04-10 21:42:14.125  4984        40.68         20
2023-04-10 21:42:14.343  4974        40.68         20
2023-04-10 21:42:14.562  4966        40.68         20
2023-04-10 21:42:14.765  4989        40.68         20
2023-04-10 21:42:14.984  4968        40.71         20
2023-04-10 21:42:15.187  4988        40.71         20
2023-04-10 21:42:15.359  4997        40.68         20
2023-04-10 21:42:15.578  4987        40.68         20
2023-04-10 21:42:15.781  4989        40.68         20
2023-04-10 21:42:15.984  4986        40.68         20
2023-04-10 21:42:16.187  4993        40.68         20
2023-04-10 21:42:16.390  4991        40.68         20
2023-04-10 21:42:16.593  5014        40.68         20
2023-04-10 21:42:16.812  4996        40.68         20
2023-04-10 21:42:17.015  4991        40.68         20
2023-04-10 21:42:17.218  5001        40.68         20
2023-04-10 21:42:17.421  4991        40.71         20
2023-04-10 21:42:17.640  4992        40.71         20
2023-04-10 21:42:17.843  5011        40.68         20
2023-04-10 21:42:18.046  5003        40.71         20
2023-04-10 21:42:18.265  5019        40.68         20
2023-04-10 21:42:18.484  5006        40.68         20
2023-04-10 21:42:18.702  5006        40.68         20
2023-04-10 21:42:18.906  5008        40.68         20
2023-04-10 21:42:19.109  5014        40.68         20
2023-04-10 21:42:19.312  5015        40.68         20
2023-04-10 21:42:19.499  5016        40.68         20
2023-04-10 21:42:19.702  5029        40.68         20
2023-04-10 21:42:19.906  5022        40.71         20
2023-04-10 21:42:20.109  5033        40.71         20
2023-04-10 21:42:20.312  5024        40.71         20
2023-04-10 21:42:20.515  5008        40.71         20
2023-04-10 21:42:20.734  5020        40.71         20
2023-04-10 21:42:20.937  5033        40.71         20
2023-04-10 21:42:21.140  5021        40.71         20
2023-04-10 21:42:21.359  5032        40.71         20
2023-04-10 21:42:21.562  5031        40.71         20
2023-04-10 21:42:21.765  5026        40.71         20
2023-04-10 21:42:21.984  5061        40.71         20
2023-04-10 21:42:22.187  5045        40.71         20
2023-04-10 21:42:22.390  5050        40.71         20
2023-04-10 21:42:22.609  5039        40.71         20
2023-04-10 21:42:22.827  5050        40.71         20
2023-04-10 21:42:23.030  5059        40.71         20
2023-04-10 21:42:23.249  5053        40.71         20
2023-04-10 21:42:23.421  5053        40.71         20
2023-04-10 21:42:23.624  5045        40.71         20
2023-04-10 21:42:23.827  5061        40.71         20
2023-04-10 21:42:24.030  5066        40.68         20
2023-04-10 21:42:24.234  5066        40.71         20
2023-04-10 21:42:24.437  5071        40.71         20
2023-04-10 21:42:24.655  5083        40.68         20
