               data_ora   rad  temperatura elevazione
2023-04-02 22:44:17.116 10326        41.32         20
2023-04-02 22:44:17.317 10316        41.32         20
2023-04-02 22:44:17.519 10257        41.32         20
2023-04-02 22:44:17.727 10218        41.32         20
2023-04-02 22:44:17.938 10137        41.32         20
2023-04-02 22:44:18.155 10074        41.32         20
2023-04-02 22:44:18.368 10011        41.32         20
2023-04-02 22:44:18.576  9955        41.32         20
2023-04-02 22:44:18.784  9903        41.32         20
2023-04-02 22:44:18.992  9833        41.32         20
2023-04-02 22:44:19.199  9749        41.32         20
2023-04-02 22:44:19.409  9709        41.32         20
2023-04-02 22:44:19.616  9638        41.32         20
2023-04-02 22:44:19.825  9577        41.32         20
2023-04-02 22:44:20.001  9563        41.32         20
2023-04-02 22:44:20.209  9490        41.32         20
2023-04-02 22:44:20.417  9447        41.32         20
2023-04-02 22:44:20.626  9426        41.32         20
2023-04-02 22:44:20.834  9375        41.32         20
2023-04-02 22:44:21.042  9333        41.32         20
2023-04-02 22:44:21.244  9319        41.32         20
2023-04-02 22:44:21.442  9273        41.32         20
2023-04-02 22:44:21.651  9239        41.32         20
2023-04-02 22:44:21.858  9169        41.32         20
2023-04-02 22:44:22.067  9149        41.32         20
2023-04-02 22:44:22.284  9124        41.32         20
2023-04-02 22:44:22.499  9092        41.32         20
2023-04-02 22:44:22.707  9048        41.32         20
2023-04-02 22:44:22.916  9028        41.32         20
2023-04-02 22:44:23.124  8993        41.32         20
2023-04-02 22:44:23.333  8948        41.32         20
2023-04-02 22:44:23.540  8919        41.32         20
2023-04-02 22:44:23.749  8921        41.32         20
2023-04-02 22:44:23.926  8897        41.32         20
2023-04-02 22:44:24.150  8894        41.32         20
2023-04-02 22:44:24.357  8900        41.32         20
2023-04-02 22:44:24.549  8898        41.32         20
2023-04-02 22:44:24.757  8849        41.32         20
2023-04-02 22:44:24.966  8867        41.32         20
2023-04-02 22:44:25.171  8867        41.32         20
2023-04-02 22:44:25.370  8880        41.32         20
2023-04-02 22:44:25.575  8970        41.32         20
2023-04-02 22:44:25.784  9000        41.32         20
2023-04-02 22:44:25.990  9056        41.32         20
2023-04-02 22:44:26.199  9069        41.32         20
2023-04-02 22:44:26.414  9078        41.32         20
2023-04-02 22:44:26.631  9131        41.32         20
2023-04-02 22:44:26.840  9149        41.32         20
2023-04-02 22:44:27.048  9144        41.32         20
2023-04-02 22:44:27.256  9203        41.32         20
2023-04-02 22:44:27.465  9181        41.32         20
2023-04-02 22:44:27.673  9231        41.32         20
2023-04-02 22:44:27.881  9283        41.32         20
2023-04-02 22:44:28.057  9289        41.32         20
2023-04-02 22:44:28.266  9321        41.32         20
2023-04-02 22:44:28.474  9360        41.32         20
2023-04-02 22:44:28.682  9378        41.32         20
2023-04-02 22:44:28.890  9413        41.32         20
2023-04-02 22:44:29.097  9422        41.32         20
2023-04-02 22:44:29.298  9445        41.32         20
2023-04-02 22:44:29.498  9477        41.32         20
2023-04-02 22:44:29.706  9491        41.32         20
2023-04-02 22:44:29.913  9493        41.32         20
2023-04-02 22:44:30.122  9576        41.32         20
2023-04-02 22:44:30.331  9630        41.32         20
2023-04-02 22:44:30.542  9688        41.32         20
2023-04-02 22:44:30.759  9757        41.32         20
2023-04-02 22:44:30.970  9819        41.32         20
2023-04-02 22:44:31.179  9876        41.32         20
2023-04-02 22:44:31.388  9926        41.32         20
2023-04-02 22:44:31.596  9905        41.32         20
2023-04-02 22:44:31.803  9929        41.32         20
2023-04-02 22:44:32.012  9905        41.32         20
2023-04-02 22:44:32.188  9901        41.32         20
2023-04-02 22:44:32.397  9930        41.32         20
2023-04-02 22:44:32.605  9941        41.29         20
2023-04-02 22:44:32.813  9924        41.32         20
2023-04-02 22:44:33.020  9912        41.32         20
2023-04-02 22:44:33.225  9898        41.32         20
2023-04-02 22:44:33.425  9895        41.32         20
2023-04-02 22:44:33.630  9922        41.32         20
2023-04-02 22:44:33.836  9901        41.32         20
2023-04-02 22:44:34.063  9913        41.32         20
2023-04-02 22:44:34.271  9918        41.32         20
2023-04-02 22:44:34.478  9937        41.32         20
2023-04-02 22:44:34.668  9897        41.29         20
2023-04-02 22:44:34.887  9931        41.29         20
2023-04-02 22:44:35.102  9937        41.29         20
2023-04-02 22:44:35.311  9948        41.29         20
2023-04-02 22:44:35.519  9960        41.32         20
2023-04-02 22:44:35.727  9925        41.29         20
2023-04-02 22:44:35.936  9896        41.29         20
2023-04-02 22:44:36.144  9912        41.29         20
2023-04-02 22:44:36.320  9879        41.29         20
2023-04-02 22:44:36.528  9896        41.29         20
2023-04-02 22:44:36.737  9898        41.29         20
2023-04-02 22:44:36.942  9902        41.29         20
2023-04-02 22:44:37.153  9925        41.29         20
2023-04-02 22:44:37.353  9891        41.29         20
2023-04-02 22:44:37.553  9873        41.29         20
2023-04-02 22:44:37.762  9886        41.32         20
2023-04-02 22:44:37.970  9865        41.29         20
2023-04-02 22:44:38.178  9864        41.32         20
2023-04-02 22:44:38.386  9907        41.32         20
2023-04-02 22:44:38.594  9885        41.29         20
2023-04-02 22:44:38.803  9845        41.32         20
2023-04-02 22:44:39.018  9861        41.32         20
2023-04-02 22:44:39.235  9888        41.32         20
2023-04-02 22:44:39.443  9881        41.32         20
2023-04-02 22:44:39.651  9947        41.29         20
2023-04-02 22:44:39.860  9988        41.32         20
2023-04-02 22:44:40.068  9935        41.32         20
2023-04-02 22:44:40.275  9963        41.32         20
2023-04-02 22:44:40.452  9952        41.32         20
2023-04-02 22:44:40.660  9943        41.32         20
2023-04-02 22:44:40.868  9959        41.32         20
2023-04-02 22:44:41.077  9944        41.32         20
2023-04-02 22:44:41.282  9914        41.32         20
2023-04-02 22:44:41.481  9908        41.32         20
2023-04-02 22:44:41.685  9894        41.32         20
2023-04-02 22:44:41.894  9907        41.32         20
2023-04-02 22:44:42.100  9883        41.32         20
2023-04-02 22:44:42.310  9878        41.32         20
2023-04-02 22:44:42.517  9902        41.32         20
2023-04-02 22:44:42.726  9904        41.32         20
2023-04-02 22:44:42.934  9901        41.32         20
2023-04-02 22:44:43.142  9920        41.32         20
2023-04-02 22:44:43.362  9908        41.32         20
2023-04-02 22:44:43.575  9880        41.32         20
2023-04-02 22:44:43.783  9905        41.32         20
2023-04-02 22:44:43.992  9908        41.32         20
2023-04-02 22:44:44.200  9928        41.32         20
2023-04-02 22:44:44.407  9910        41.32         20
2023-04-02 22:44:44.584  9910        41.32         20
2023-04-02 22:44:44.792  9882        41.32         20
2023-04-02 22:44:45.000  9921        41.32         20
2023-04-02 22:44:45.207  9905        41.32         20
2023-04-02 22:44:45.408  9876        41.32         20
2023-04-02 22:44:45.608  9870        41.32         20
2023-04-02 22:44:45.817  9884        41.32         20
2023-04-02 22:44:46.025  9895        41.32         20
2023-04-02 22:44:46.233  9891        41.32         20
2023-04-02 22:44:46.441  9900        41.32         20
2023-04-02 22:44:46.649  9932        41.32         20
2023-04-02 22:44:46.858  9931        41.32         20
2023-04-02 22:44:47.065  9936        41.32         20
2023-04-02 22:44:47.274  9945        41.32         20
2023-04-02 22:44:47.487  9981        41.32         20
2023-04-02 22:44:47.704  9999        41.32         20
2023-04-02 22:44:47.914 10017        41.32         20
2023-04-02 22:44:48.123 10018        41.32         20
2023-04-02 22:44:48.331  9988        41.32         20
2023-04-02 22:44:48.539 10014        41.32         20
2023-04-02 22:44:48.715 10002        41.32         20
2023-04-02 22:44:48.923  9981        41.32         20
2023-04-02 22:44:49.132  9999        41.35         20
2023-04-02 22:44:49.337 10002        41.32         20
2023-04-02 22:44:49.536  9998        41.35         20
2023-04-02 22:44:49.740 10000        41.35         20
2023-04-02 22:44:49.949 10010        41.35         20
2023-04-02 22:44:50.157  9971        41.35         20
2023-04-02 22:44:50.364  9949        41.35         20
2023-04-02 22:44:50.573  9919        41.35         20
2023-04-02 22:44:50.782  9921        41.35         20
2023-04-02 22:44:50.989  9940        41.32         20
2023-04-02 22:44:51.198  9955        41.32         20
2023-04-02 22:44:51.406  9972        41.32         20
2023-04-02 22:44:51.619  9943        41.32         20
2023-04-02 22:44:51.839  9900        41.32         20
2023-04-02 22:44:52.046  9910        41.32         20
2023-04-02 22:44:52.254  9924        41.32         20
2023-04-02 22:44:52.463  9914        41.32         20
2023-04-02 22:44:52.671  9911        41.32         20
2023-04-02 22:44:52.847  9879        41.32         20
2023-04-02 22:44:53.055  9865        41.32         20
2023-04-02 22:44:53.264  9898        41.32         20
2023-04-02 22:44:53.465  9890        41.32         20
2023-04-02 22:44:53.663  9851        41.32         20
2023-04-02 22:44:53.872  9858        41.32         20
2023-04-02 22:44:54.080  9846        41.32         20
2023-04-02 22:44:54.289  9820        41.32         20
2023-04-02 22:44:54.497  9854        41.32         20
2023-04-02 22:44:54.705  9834        41.32         20
2023-04-02 22:44:54.914  9855        41.32         20
2023-04-02 22:44:55.122  9807        41.32         20
2023-04-02 22:44:55.329  9815        41.32         20
2023-04-02 22:44:55.537  9815        41.35         20
2023-04-02 22:44:55.761  9800        41.35         20
2023-04-02 22:44:55.969  9789        41.35         20
2023-04-02 22:44:56.178  9807        41.35         20
2023-04-02 22:44:56.387  9794        41.35         20
2023-04-02 22:44:56.595  9775        41.35         20
2023-04-02 22:44:56.802  9785        41.35         20
2023-04-02 22:44:56.978  9787        41.35         20
2023-04-02 22:44:57.188  9777        41.35         20
2023-04-02 22:44:57.394  9811        41.35         20
2023-04-02 22:44:57.593  9812        41.35         20
2023-04-02 22:44:57.795  9831        41.35         20
2023-04-02 22:44:58.003  9846        41.35         20
2023-04-02 22:44:58.212  9858        41.35         20
2023-04-02 22:44:58.420  9826        41.35         20
2023-04-02 22:44:58.629  9826        41.35         20
2023-04-02 22:44:58.837  9820        41.35         20
2023-04-02 22:44:59.045  9796        41.35         20
2023-04-02 22:44:59.252  9844        41.35         20
2023-04-02 22:44:59.461  9867        41.35         20
2023-04-02 22:44:59.668  9893        41.35         20
2023-04-02 22:44:59.877  9912        41.35         20
2023-04-02 22:45:00.092  9899        41.35         20
2023-04-02 22:45:00.309  9957        41.35         20
2023-04-02 22:45:00.518  9938        41.35         20
2023-04-02 22:45:00.726  9968        41.35         20
2023-04-02 22:45:00.935  9949        41.35         20
2023-04-02 22:45:01.111  9957        41.35         20
2023-04-02 22:45:01.319  9923        41.35         20
2023-04-02 22:45:01.520  9929        41.35         20
2023-04-02 22:45:01.719  9958        41.35         20
2023-04-02 22:45:01.927  9911        41.35         20
2023-04-02 22:45:02.136  9970        41.35         20
2023-04-02 22:45:02.343  9938        41.35         20
2023-04-02 22:45:02.552  9906        41.35         20
2023-04-02 22:45:02.759  9890        41.35         20
2023-04-02 22:45:02.969  9906        41.35         20
2023-04-02 22:45:03.176  9858        41.35         20
2023-04-02 22:45:03.385  9856        41.35         20
2023-04-02 22:45:03.593  9850        41.35         20
2023-04-02 22:45:03.801  9870        41.35         20
2023-04-02 22:45:04.010  9871        41.35         20
2023-04-02 22:45:04.221  9917        41.35         20
2023-04-02 22:45:04.438  9910        41.35         20
2023-04-02 22:45:04.650  9924        41.35         20
2023-04-02 22:45:04.857  9908        41.35         20
2023-04-02 22:45:05.066  9906        41.35         20
2023-04-02 22:45:05.243  9947        41.35         20
2023-04-02 22:45:05.448  9947        41.35         20
2023-04-02 22:45:05.647  9957        41.35         20
2023-04-02 22:45:05.851 10018        41.35         20
2023-04-02 22:45:06.059 10029        41.35         20
2023-04-02 22:45:06.268 10014        41.35         20
2023-04-02 22:45:06.475 10016        41.35         20
2023-04-02 22:45:06.684  9979        41.35         20
2023-04-02 22:45:06.892  9992        41.35         20
2023-04-02 22:45:07.100 10045        41.35         20
2023-04-02 22:45:07.308 10002        41.35         20
2023-04-02 22:45:07.517  9957        41.35         20
2023-04-02 22:45:07.725  9958        41.35         20
2023-04-02 22:45:07.933  9925        41.35         20
2023-04-02 22:45:08.141  9900        41.35         20
2023-04-02 22:45:08.349  9869        41.35         20
2023-04-02 22:45:08.569  9843        41.35         20
2023-04-02 22:45:08.782  9815        41.35         20
2023-04-02 22:45:08.990  9804        41.35         20
2023-04-02 22:45:09.197  9813        41.35         20
2023-04-02 22:45:09.374  9812        41.35         20
2023-04-02 22:45:09.577  9834        41.35         20
2023-04-02 22:45:09.774  9812        41.35         20
2023-04-02 22:45:09.984  9827        41.35         20
2023-04-02 22:45:10.191  9789        41.35         20
2023-04-02 22:45:10.399  9785        41.35         20
2023-04-02 22:45:10.607  9783        41.35         20
2023-04-02 22:45:10.816  9776        41.35         20
2023-04-02 22:45:11.021  9777        41.35         20
2023-04-02 22:45:11.232  9827        41.35         20
2023-04-02 22:45:11.440  9870        41.35         20
2023-04-02 22:45:11.649  9867        41.35         20
2023-04-02 22:45:11.856  9896        41.32         20
2023-04-02 22:45:12.065  9909        41.32         20
2023-04-02 22:45:12.273  9963        41.35         20
2023-04-02 22:45:12.481  9994        41.35         20
2023-04-02 22:45:12.696  9935        41.32         20
2023-04-02 22:45:12.914  9967        41.35         20
2023-04-02 22:45:13.121  9955        41.32         20
2023-04-02 22:45:13.330  9923        41.32         20
2023-04-02 22:45:13.504  9928        41.32         20
2023-04-02 22:45:13.704  9918        41.32         20
2023-04-02 22:45:13.906  9946        41.32         20
2023-04-02 22:45:14.113  9978        41.32         20
2023-04-02 22:45:14.321  9968        41.32         20
2023-04-02 22:45:14.530  9965        41.32         20
2023-04-02 22:45:14.738  9972        41.32         20
2023-04-02 22:45:14.947  9943        41.32         20
2023-04-02 22:45:15.155  9948        41.32         20
2023-04-02 22:45:15.363  9973        41.32         20
2023-04-02 22:45:15.572  9979        41.32         20
2023-04-02 22:45:15.780  9966        41.32         20
2023-04-02 22:45:15.988  9888        41.32         20
2023-04-02 22:45:16.196  9867        41.32         20
2023-04-02 22:45:16.404  9876        41.32         20
2023-04-02 22:45:16.612  9841        41.32         20
2023-04-02 22:45:16.820  9808        41.32         20
2023-04-02 22:45:17.039  9856        41.32         20
2023-04-02 22:45:17.252  9883        41.32         20
2023-04-02 22:45:17.460  9863        41.32         20
2023-04-02 22:45:17.631  9869        41.32         20
2023-04-02 22:45:17.830  9899        41.32         20
2023-04-02 22:45:18.038  9902        41.32         20
2023-04-02 22:45:18.246  9890        41.35         20
2023-04-02 22:45:18.454  9920        41.35         20
2023-04-02 22:45:18.663  9905        41.35         20
2023-04-02 22:45:18.870  9938        41.35         20
2023-04-02 22:45:19.079  9864        41.35         20
2023-04-02 22:45:19.287  9864        41.35         20
2023-04-02 22:45:19.495  9857        41.35         20
2023-04-02 22:45:19.703  9845        41.35         20
2023-04-02 22:45:19.912  9809        41.35         20
2023-04-02 22:45:20.120  9855        41.32         20
2023-04-02 22:45:20.328  9842        41.32         20
2023-04-02 22:45:20.536  9859        41.32         20
2023-04-02 22:45:20.744  9889        41.32         20
2023-04-02 22:45:20.952  9867        41.32         20
2023-04-02 22:45:21.166  9876        41.32         20
2023-04-02 22:45:21.386  9902        41.32         20
2023-04-02 22:45:21.608  9879        41.32         20
2023-04-02 22:45:21.769  9888        41.32         20
2023-04-02 22:45:21.962  9940        41.32         20
2023-04-02 22:45:22.170  9935        41.32         20
2023-04-02 22:45:22.378  9962        41.32         20
2023-04-02 22:45:22.587 10005        41.32         20
2023-04-02 22:45:22.795 10035        41.32         20
2023-04-02 22:45:23.002 10011        41.32         20
2023-04-02 22:45:23.211 10028        41.32         20
2023-04-02 22:45:23.419 10018        41.32         20
2023-04-02 22:45:23.624  9980        41.32         20
2023-04-02 22:45:23.836  9939        41.32         20
2023-04-02 22:45:24.044  9885        41.32         20
2023-04-02 22:45:24.252  9900        41.32         20
2023-04-02 22:45:24.460  9897        41.32         20
2023-04-02 22:45:24.668  9892        41.32         20
2023-04-02 22:45:24.876  9891        41.32         20
2023-04-02 22:45:25.085  9908        41.32         20
2023-04-02 22:45:25.298  9887        41.32         20
2023-04-02 22:45:25.517  9859        41.32         20
2023-04-02 22:45:25.725  9826        41.32         20
2023-04-02 22:45:25.885  9860        41.32         20
2023-04-02 22:45:26.093  9872        41.32         20
2023-04-02 22:45:26.302  9860        41.32         20
2023-04-02 22:45:26.509  9884        41.32         20
2023-04-02 22:45:26.717  9855        41.32         20
2023-04-02 22:45:26.926  9834        41.32         20
2023-04-02 22:45:27.134  9855        41.32         20
2023-04-02 22:45:27.343  9896        41.32         20
2023-04-02 22:45:27.551  9863        41.32         20
2023-04-02 22:45:27.751  9899        41.32         20
2023-04-02 22:45:27.968  9882        41.32         20
2023-04-02 22:45:28.175  9877        41.35         20
2023-04-02 22:45:28.384  9946        41.32         20
2023-04-02 22:45:28.591  9978        41.32         20
2023-04-02 22:45:28.799  9961        41.32         20
2023-04-02 22:45:29.007 10003        41.35         20
2023-04-02 22:45:29.215 10004        41.35         20
2023-04-02 22:45:29.423 10003        41.35         20
2023-04-02 22:45:29.639 10004        41.35         20
2023-04-02 22:45:29.855 10003        41.35         20
2023-04-02 22:45:30.016 10010        41.35         20
2023-04-02 22:45:30.224  9981        41.35         20
2023-04-02 22:45:30.432  9986        41.35         20
2023-04-02 22:45:30.641 10005        41.35         20
2023-04-02 22:45:30.849  9991        41.35         20
2023-04-02 22:45:31.057  9979        41.35         20
2023-04-02 22:45:31.265 10019        41.35         20
2023-04-02 22:45:31.474 10031        41.35         20
2023-04-02 22:45:31.676 10036        41.35         20
2023-04-02 22:45:31.874 10021        41.32         20
2023-04-02 22:45:32.093 10027        41.32         20
2023-04-02 22:45:32.308 10026        41.32         20
2023-04-02 22:45:32.531 10051        41.32         20
2023-04-02 22:45:32.739 10060        41.32         20
2023-04-02 22:45:32.946 10060        41.32         20
2023-04-02 22:45:33.139 10063        41.32         20
2023-04-02 22:45:33.347 10029        41.32         20
2023-04-02 22:45:33.556 10018        41.32         20
2023-04-02 22:45:33.765 10036        41.32         20
2023-04-02 22:45:33.982 10035        41.32         20
2023-04-02 22:45:34.148 10001        41.32         20
2023-04-02 22:45:34.357  9994        41.32         20
2023-04-02 22:45:34.566  9988        41.32         20
2023-04-02 22:45:34.774  9981        41.35         20
2023-04-02 22:45:34.982  9952        41.35         20
2023-04-02 22:45:35.189  9940        41.35         20
2023-04-02 22:45:35.398  9994        41.35         20
2023-04-02 22:45:35.601 10005        41.35         20
2023-04-02 22:45:35.802  9959        41.35         20
2023-04-02 22:45:36.006  9946        41.35         20
2023-04-02 22:45:36.218  9955        41.35         20
2023-04-02 22:45:36.435  9924        41.35         20
2023-04-02 22:45:36.647  9919        41.35         20
2023-04-02 22:45:36.856  9933        41.35         20
2023-04-02 22:45:37.064  9918        41.35         20
2023-04-02 22:45:37.271  9909        41.35         20
2023-04-02 22:45:37.480  9883        41.35         20
2023-04-02 22:45:37.688  9886        41.35         20
2023-04-02 22:45:37.897  9880        41.35         20
2023-04-02 22:45:38.109  9885        41.35         20
2023-04-02 22:45:38.281  9881        41.35         20
2023-04-02 22:45:38.488  9899        41.35         20
2023-04-02 22:45:38.697  9908        41.35         20
2023-04-02 22:45:38.905  9895        41.35         20
2023-04-02 22:45:39.114  9903        41.35         20
2023-04-02 22:45:39.321  9924        41.35         20
2023-04-02 22:45:39.530  9903        41.35         20
2023-04-02 22:45:39.728  9937        41.35         20
2023-04-02 22:45:39.930  9881        41.35         20
2023-04-02 22:45:40.138  9877        41.35         20
2023-04-02 22:45:40.347  9862        41.35         20
2023-04-02 22:45:40.562  9844        41.35         20
2023-04-02 22:45:40.779  9854        41.35         20
2023-04-02 22:45:40.988  9872        41.35         20
2023-04-02 22:45:41.196  9804        41.35         20
2023-04-02 22:45:41.403  9815        41.35         20
2023-04-02 22:45:41.612  9839        41.35         20
2023-04-02 22:45:41.821  9839        41.35         20
2023-04-02 22:45:42.028  9860        41.35         20
2023-04-02 22:45:42.237  9833        41.35         20
2023-04-02 22:45:42.413  9793        41.35         20
2023-04-02 22:45:42.621  9784        41.35         20
2023-04-02 22:45:42.845  9816        41.35         20
2023-04-02 22:45:43.053  9802        41.35         20
2023-04-02 22:45:43.261  9814        41.35         20
2023-04-02 22:45:43.453  9846        41.35         20
2023-04-02 22:45:43.657  9857        41.35         20
2023-04-02 22:45:43.856  9851        41.35         20
2023-04-02 22:45:44.062  9874        41.35         20
2023-04-02 22:45:44.269  9930        41.35         20
2023-04-02 22:45:44.477  9957        41.35         20
2023-04-02 22:45:44.690  9949        41.35         20
2023-04-02 22:45:44.908  9996        41.35         20
2023-04-02 22:45:45.118  9978        41.35         20
2023-04-02 22:45:45.326  9932        41.35         20
2023-04-02 22:45:45.535  9924        41.35         20
2023-04-02 22:45:45.742  9875        41.35         20
2023-04-02 22:45:45.950  9869        41.35         20
2023-04-02 22:45:46.158  9841        41.35         20
2023-04-02 22:45:46.368  9860        41.35         20
2023-04-02 22:45:46.544  9827        41.35         20
2023-04-02 22:45:46.752  9851        41.35         20
2023-04-02 22:45:46.959  9825        41.35         20
2023-04-02 22:45:47.168  9823        41.35         20
2023-04-02 22:45:47.376  9867        41.35         20
2023-04-02 22:45:47.584  9876        41.35         20
2023-04-02 22:45:47.785  9898        41.35         20
2023-04-02 22:45:47.984  9938        41.35         20
2023-04-02 22:45:48.193  9934        41.35         20
2023-04-02 22:45:48.401  9963        41.35         20
2023-04-02 22:45:48.610  9969        41.35         20
2023-04-02 22:45:48.819  9907        41.35         20
2023-04-02 22:45:49.038  9918        41.35         20
2023-04-02 22:45:49.250  9936        41.35         20
2023-04-02 22:45:49.459  9915        41.35         20
2023-04-02 22:45:49.666  9977        41.35         20
2023-04-02 22:45:49.875  9996        41.35         20
2023-04-02 22:45:50.083  9967        41.35         20
2023-04-02 22:45:50.292  9979        41.35         20
2023-04-02 22:45:50.498  9973        41.35         20
2023-04-02 22:45:50.675  9951        41.35         20
2023-04-02 22:45:50.884  9965        41.35         20
2023-04-02 22:45:51.093  9957        41.35         20
2023-04-02 22:45:51.301  9931        41.35         20
2023-04-02 22:45:51.507  9951        41.35         20
2023-04-02 22:45:51.712  9986        41.35         20
2023-04-02 22:45:51.926  9947        41.35         20
2023-04-02 22:45:52.132  9961        41.35         20
2023-04-02 22:45:52.342  9922        41.35         20
2023-04-02 22:45:52.534  9918        41.35         20
2023-04-02 22:45:52.742  9911        41.35         20
2023-04-02 22:45:52.950  9929        41.35         20
2023-04-02 22:45:53.167  9909        41.35         20
2023-04-02 22:45:53.383  9884        41.35         20
2023-04-02 22:45:53.589  9864        41.35         20
2023-04-02 22:45:53.799  9858        41.35         20
2023-04-02 22:45:54.006  9848        41.35         20
2023-04-02 22:45:54.216  9828        41.35         20
2023-04-02 22:45:54.424  9853        41.35         20
2023-04-02 22:45:54.631  9856        41.35         20
2023-04-02 22:45:54.808  9834        41.35         20
2023-04-02 22:45:55.016  9839        41.35         20
2023-04-02 22:45:55.225  9851        41.35         20
2023-04-02 22:45:55.433  9795        41.35         20
2023-04-02 22:45:55.640  9807        41.35         20
2023-04-02 22:45:55.841  9857        41.35         20
2023-04-02 22:45:56.041  9859        41.35         20
2023-04-02 22:45:56.250  9914        41.35         20
2023-04-02 22:45:56.458  9958        41.35         20
2023-04-02 22:45:56.665  9986        41.35         20
2023-04-02 22:45:56.873 10037        41.35         20
2023-04-02 22:45:57.082 10033        41.35         20
2023-04-02 22:45:57.298 10014        41.35         20
2023-04-02 22:45:57.515 10028        41.35         20
2023-04-02 22:45:57.723 10022        41.35         20
2023-04-02 22:45:57.931  9977        41.35         20
2023-04-02 22:45:58.139  9955        41.35         20
2023-04-02 22:45:58.346  9903        41.35         20
2023-04-02 22:45:58.553  9904        41.35         20
2023-04-02 22:45:58.731  9912        41.35         20
2023-04-02 22:45:58.938  9883        41.35         20
2023-04-02 22:45:59.148  9902        41.35         20
2023-04-02 22:45:59.356  9853        41.35         20
2023-04-02 22:45:59.563  9852        41.35         20
2023-04-02 22:45:59.766  9820        41.35         20
2023-04-02 22:45:59.963  9778        41.35         20
2023-04-02 22:46:00.172  9792        41.35         20
2023-04-02 22:46:00.380  9793        41.35         20
2023-04-02 22:46:00.588  9828        41.35         20
2023-04-02 22:46:00.798  9823        41.35         20
2023-04-02 22:46:01.006  9840        41.35         20
2023-04-02 22:46:01.230  9833        41.35         20
2023-04-02 22:46:01.437  9841        41.35         20
2023-04-02 22:46:01.640  9844        41.35         20
2023-04-02 22:46:01.853  9856        41.35         20
2023-04-02 22:46:02.062  9855        41.35         20
2023-04-02 22:46:02.270  9880        41.32         20
2023-04-02 22:46:02.478  9940        41.35         20
2023-04-02 22:46:02.686  9938        41.35         20
2023-04-02 22:46:02.895  9943        41.35         20
2023-04-02 22:46:03.071  9975        41.35         20
2023-04-02 22:46:03.279  9959        41.32         20
2023-04-02 22:46:03.488  9925        41.32         20
2023-04-02 22:46:03.696  9942        41.32         20
2023-04-02 22:46:03.894  9927        41.32         20
2023-04-02 22:46:04.096  9935        41.32         20
2023-04-02 22:46:04.304  9929        41.32         20
2023-04-02 22:46:04.512  9887        41.32         20
2023-04-02 22:46:04.720  9844        41.32         20
2023-04-02 22:46:04.929  9834        41.32         20
2023-04-02 22:46:05.137  9815        41.35         20
2023-04-02 22:46:05.345  9803        41.32         20
2023-04-02 22:46:05.554  9803        41.32         20
2023-04-02 22:46:05.765  9814        41.32         20
2023-04-02 22:46:05.982  9795        41.32         20
2023-04-02 22:46:06.194  9782        41.32         20
2023-04-02 22:46:06.403  9801        41.32         20
2023-04-02 22:46:06.609  9855        41.32         20
2023-04-02 22:46:06.818  9831        41.32         20
2023-04-02 22:46:07.026  9864        41.32         20
2023-04-02 22:46:07.203  9887        41.32         20
2023-04-02 22:46:07.411  9884        41.32         20
2023-04-02 22:46:07.618  9873        41.32         20
2023-04-02 22:46:07.822  9851        41.32         20
2023-04-02 22:46:08.020  9827        41.32         20
2023-04-02 22:46:08.228  9856        41.32         20
2023-04-02 22:46:08.437  9862        41.32         20
2023-04-02 22:46:08.645  9892        41.32         20
2023-04-02 22:46:08.853  9962        41.32         20
2023-04-02 22:46:09.060  9989        41.32         20
2023-04-02 22:46:09.269  9969        41.32         20
2023-04-02 22:46:09.478  9995        41.32         20
2023-04-02 22:46:09.686 10000        41.32         20
2023-04-02 22:46:09.893  9998        41.32         20
2023-04-02 22:46:10.107  9993        41.32         20
2023-04-02 22:46:10.325  9980        41.32         20
2023-04-02 22:46:10.534  9995        41.32         20
2023-04-02 22:46:10.743  9975        41.32         20
2023-04-02 22:46:10.968  9948        41.32         20
2023-04-02 22:46:11.175  9971        41.32         20
2023-04-02 22:46:11.351  9992        41.32         20
2023-04-02 22:46:11.544  9965        41.32         20
2023-04-02 22:46:11.749  9989        41.32         20
2023-04-02 22:46:11.949  9999        41.32         20
2023-04-02 22:46:12.153  9997        41.32         20
2023-04-02 22:46:12.361  9981        41.32         20
2023-04-02 22:46:12.568  9962        41.32         20
2023-04-02 22:46:12.776  9962        41.32         20
2023-04-02 22:46:12.983  9965        41.32         20
2023-04-02 22:46:13.192  9950        41.32         20
2023-04-02 22:46:13.400  9984        41.32         20
2023-04-02 22:46:13.609  9986        41.32         20
2023-04-02 22:46:13.817  9963        41.32         20
2023-04-02 22:46:14.025  9968        41.32         20
2023-04-02 22:46:14.234  9995        41.32         20
2023-04-02 22:46:14.453 10031        41.32         20
2023-04-02 22:46:14.666 10067        41.32         20
2023-04-02 22:46:14.874 10071        41.32         20
2023-04-02 22:46:15.082 10038        41.32         20
2023-04-02 22:46:15.290 10040        41.32         20
2023-04-02 22:46:15.466 10026        41.32         20
2023-04-02 22:46:15.674  9997        41.32         20
2023-04-02 22:46:15.875  9950        41.32         20
2023-04-02 22:46:16.075  9963        41.35         20
2023-04-02 22:46:16.283  9913        41.35         20
2023-04-02 22:46:16.492  9943        41.35         20
2023-04-02 22:46:16.700  9981        41.32         20
2023-04-02 22:46:16.908 10015        41.32         20
2023-04-02 22:46:17.116  9994        41.32         20
