               data_ora   rad  temperatura elevazione
2023-04-03 00:14:13.823  5971        41.48         50
2023-04-03 00:14:14.032  5983        41.48         50
2023-04-03 00:14:14.240  6015        41.48         50
2023-04-03 00:14:14.447  6005        41.48         50
2023-04-03 00:14:14.656  6001        41.48         50
2023-04-03 00:14:14.865  6012        41.48         50
2023-04-03 00:14:15.081  6015        41.48         50
2023-04-03 00:14:15.296  6033        41.48         50
2023-04-03 00:14:15.503  6028        41.48         50
2023-04-03 00:14:15.681  6064        41.48         50
2023-04-03 00:14:15.882  6078        41.48         50
2023-04-03 00:14:16.082  6076        41.48         50
2023-04-03 00:14:16.290  6069        41.48         50
2023-04-03 00:14:16.498  6082        41.48         50
2023-04-03 00:14:16.707  6082        41.48         50
2023-04-03 00:14:16.915  6082        41.48         50
2023-04-03 00:14:17.122  6083        41.48         50
2023-04-03 00:14:17.331  6080        41.48         50
2023-04-03 00:14:17.538  6081        41.48         50
2023-04-03 00:14:17.747  6066        41.48         50
2023-04-03 00:14:17.956  6038        41.48         50
2023-04-03 00:14:18.164  6036        41.48         50
2023-04-03 00:14:18.372  6041        41.48         50
2023-04-03 00:14:18.580  6018        41.48         50
2023-04-03 00:14:18.788  6039        41.48         50
2023-04-03 00:14:18.996  6071        41.48         50
2023-04-03 00:14:19.210  6054        41.48         50
2023-04-03 00:14:19.428  6083        41.48         50
2023-04-03 00:14:19.637  6114        41.48         50
2023-04-03 00:14:19.813  6115        41.48         50
2023-04-03 00:14:20.012  6137        41.48         50
2023-04-03 00:14:20.214  6118        41.48         50
2023-04-03 00:14:20.422  6119        41.48         50
2023-04-03 00:14:20.630  6095        41.48         50
2023-04-03 00:14:20.838  6095        41.48         50
2023-04-03 00:14:21.047  6079        41.48         50
2023-04-03 00:14:21.255  6063        41.48         50
2023-04-03 00:14:21.463  6059        41.48         50
2023-04-03 00:14:21.671  6041        41.48         50
2023-04-03 00:14:21.879  6035        41.48         50
2023-04-03 00:14:22.087  6038        41.48         50
2023-04-03 00:14:22.294  6051        41.48         50
2023-04-03 00:14:22.504  6071        41.48         50
2023-04-03 00:14:22.711  6111        41.48         50
2023-04-03 00:14:22.920  6087        41.48         50
2023-04-03 00:14:23.128  6125        41.48         50
2023-04-03 00:14:23.341  6142        41.48         50
2023-04-03 00:14:23.559  6133        41.48         50
2023-04-03 00:14:23.769  6125        41.48         50
2023-04-03 00:14:23.941  6109        41.48         50
2023-04-03 00:14:24.141  6111        41.48         50
2023-04-03 00:14:24.346  6112        41.48         50
2023-04-03 00:14:24.554  6114        41.48         50
2023-04-03 00:14:24.761  6097        41.48         50
2023-04-03 00:14:24.970  6121        41.48         50
2023-04-03 00:14:25.178  6107        41.48         50
2023-04-03 00:14:25.386  6085        41.48         50
2023-04-03 00:14:25.595  6082        41.48         50
2023-04-03 00:14:25.802  6060        41.48         50
2023-04-03 00:14:26.009  6046        41.48         50
2023-04-03 00:14:26.219  6026        41.48         50
2023-04-03 00:14:26.426  6013        41.48         50
2023-04-03 00:14:26.635  6004        41.48         50
2023-04-03 00:14:26.843  5992        41.48         50
2023-04-03 00:14:27.051  5975        41.48         50
2023-04-03 00:14:27.259  5944        41.48         50
2023-04-03 00:14:27.467  5950        41.48         50
2023-04-03 00:14:27.682  5946        41.48         50
2023-04-03 00:14:27.916  5909        41.48         50
2023-04-03 00:14:28.108  5887        41.48         50
2023-04-03 00:14:28.269  5882        41.48         50
2023-04-03 00:14:28.477  5885        41.48         50
2023-04-03 00:14:28.685  5891        41.48         50
2023-04-03 00:14:28.893  5905        41.48         50
2023-04-03 00:14:29.101  5876        41.48         50
2023-04-03 00:14:29.309  5893        41.48         50
2023-04-03 00:14:29.518  5910        41.48         50
2023-04-03 00:14:29.726  5896        41.48         50
2023-04-03 00:14:29.931  5888        41.48         50
2023-04-03 00:14:30.137  5880        41.48         50
2023-04-03 00:14:30.351  5896        41.48         50
2023-04-03 00:14:30.559  5886        41.48         50
2023-04-03 00:14:30.767  5877        41.48         50
2023-04-03 00:14:30.976  5838        41.48         50
2023-04-03 00:14:31.184  5850        41.48         50
2023-04-03 00:14:31.391  5853        41.48         50
2023-04-03 00:14:31.600  5854        41.48         50
2023-04-03 00:14:31.811  5858        41.48         50
2023-04-03 00:14:32.029  5858        41.48         50
2023-04-03 00:14:32.241  5870        41.48         50
2023-04-03 00:14:32.401  5874        41.48         50
2023-04-03 00:14:32.609  5884        41.48         50
2023-04-03 00:14:32.817  5883        41.48         50
2023-04-03 00:14:33.026  5899        41.48         50
2023-04-03 00:14:33.233  5913        41.48         50
2023-04-03 00:14:33.441  5927        41.48         50
2023-04-03 00:14:33.649  5936        41.48         50
2023-04-03 00:14:33.857  5920        41.48         50
2023-04-03 00:14:34.063  5950        41.48         50
2023-04-03 00:14:34.268  5955        41.48         50
2023-04-03 00:14:34.482  5927        41.48         50
2023-04-03 00:14:34.691  5943        41.48         50
2023-04-03 00:14:34.899  5942        41.48         50
2023-04-03 00:14:35.107  5952        41.48         50
2023-04-03 00:14:35.314  5956        41.48         50
2023-04-03 00:14:35.523  5966        41.48         50
2023-04-03 00:14:35.729  5934        41.48         50
2023-04-03 00:14:35.939  5969        41.48         50
2023-04-03 00:14:36.159  5940        41.48         50
2023-04-03 00:14:36.373  5963        41.48         50
2023-04-03 00:14:36.533  5987        41.48         50
2023-04-03 00:14:36.741  5991        41.48         50
2023-04-03 00:14:36.949  6023        41.48         50
2023-04-03 00:14:37.158  6019        41.48         50
2023-04-03 00:14:37.365  6017        41.48         50
2023-04-03 00:14:37.574  6005        41.48         50
2023-04-03 00:14:37.782  6016        41.48         50
2023-04-03 00:14:38.006  5999        41.48         50
2023-04-03 00:14:38.198  5971        41.48         50
2023-04-03 00:14:38.406  5991        41.48         50
2023-04-03 00:14:38.614  5999        41.48         50
2023-04-03 00:14:38.822  6021        41.48         50
2023-04-03 00:14:39.030  6029        41.48         50
2023-04-03 00:14:39.239  6037        41.48         50
2023-04-03 00:14:39.448  6022        41.48         50
2023-04-03 00:14:39.656  6035        41.48         50
2023-04-03 00:14:39.864  6069        41.48         50
2023-04-03 00:14:40.077  6104        41.48         50
2023-04-03 00:14:40.294  6136        41.48         50
2023-04-03 00:14:40.456  6141        41.48         50
2023-04-03 00:14:40.665  6103        41.48         50
2023-04-03 00:14:40.872  6101        41.48         50
2023-04-03 00:14:41.080  6081        41.48         50
2023-04-03 00:14:41.288  6053        41.48         50
2023-04-03 00:14:41.496  6026        41.48         50
2023-04-03 00:14:41.704  5993        41.48         50
2023-04-03 00:14:41.912  5977        41.48         50
2023-04-03 00:14:42.120  5953        41.48         50
2023-04-03 00:14:42.321  5952        41.48         50
2023-04-03 00:14:42.534  5965        41.48         50
2023-04-03 00:14:42.746  5976        41.48         50
2023-04-03 00:14:42.953  5964        41.48         50
2023-04-03 00:14:43.162  5984        41.48         50
2023-04-03 00:14:43.370  5971        41.48         50
2023-04-03 00:14:43.579  5964        41.48         50
2023-04-03 00:14:43.786  5951        41.48         50
2023-04-03 00:14:43.995  5940        41.48         50
2023-04-03 00:14:44.202  5923        41.48         50
2023-04-03 00:14:44.423  5915        41.48         50
2023-04-03 00:14:44.588  5901        41.48         50
2023-04-03 00:14:44.796  5876        41.48         50
2023-04-03 00:14:45.003  5852        41.48         50
2023-04-03 00:14:45.211  5837        41.48         50
2023-04-03 00:14:45.420  5831        41.48         50
2023-04-03 00:14:45.629  5858        41.48         50
2023-04-03 00:14:45.837  5888        41.48         50
2023-04-03 00:14:46.045  5892        41.48         50
2023-04-03 00:14:46.249  5890        41.48         50
2023-04-03 00:14:46.448  5892        41.48         50
2023-04-03 00:14:46.662  5927        41.48         50
2023-04-03 00:14:46.878  5939        41.48         50
2023-04-03 00:14:47.085  5942        41.48         50
2023-04-03 00:14:47.295  5967        41.48         50
2023-04-03 00:14:47.502  5960        41.48         50
2023-04-03 00:14:47.711  5974        41.48         50
2023-04-03 00:14:47.919  5987        41.48         50
2023-04-03 00:14:48.127  5962        41.48         50
2023-04-03 00:14:48.335  5952        41.48         50
2023-04-03 00:14:48.555  5929        41.48         50
2023-04-03 00:14:48.720  5945        41.48         50
2023-04-03 00:14:48.927  5947        41.48         50
2023-04-03 00:14:49.135  5949        41.48         50
2023-04-03 00:14:49.344  5941        41.48         50
2023-04-03 00:14:49.553  5961        41.48         50
2023-04-03 00:14:49.761  5988        41.48         50
2023-04-03 00:14:49.967  5992        41.48         50
2023-04-03 00:14:50.177  5999        41.48         50
2023-04-03 00:14:50.380  5994        41.48         50
2023-04-03 00:14:50.576  5999        41.48         50
2023-04-03 00:14:50.798  6000        41.45         50
2023-04-03 00:14:51.009  5999        41.45         50
2023-04-03 00:14:51.218  5997        41.48         50
2023-04-03 00:14:51.427  5988        41.45         50
2023-04-03 00:14:51.634  5975        41.45         50
2023-04-03 00:14:51.843  5964        41.45         50
2023-04-03 00:14:52.051  5956        41.45         50
2023-04-03 00:14:52.259  5983        41.45         50
2023-04-03 00:14:52.476  5987        41.45         50
2023-04-03 00:14:52.643  5982        41.45         50
2023-04-03 00:14:52.852  6011        41.45         50
2023-04-03 00:14:53.060  6025        41.45         50
2023-04-03 00:14:53.267  6036        41.45         50
2023-04-03 00:14:53.476  6039        41.45         50
2023-04-03 00:14:53.684  6056        41.45         50
2023-04-03 00:14:53.893  6090        41.45         50
2023-04-03 00:14:54.101  6108        41.45         50
2023-04-03 00:14:54.309  6084        41.45         50
2023-04-03 00:14:54.508  6076        41.45         50
2023-04-03 00:14:54.717  6075        41.45         50
2023-04-03 00:14:54.932  6060        41.45         50
2023-04-03 00:14:55.142  6052        41.45         50
2023-04-03 00:14:55.349  6020        41.45         50
2023-04-03 00:14:55.559  6021        41.45         50
2023-04-03 00:14:55.765  6026        41.45         50
2023-04-03 00:14:55.975  6013        41.45         50
2023-04-03 00:14:56.182  6035        41.45         50
2023-04-03 00:14:56.390  6038        41.45         50
2023-04-03 00:14:56.605  6024        41.45         50
2023-04-03 00:14:56.775  6038        41.45         50
2023-04-03 00:14:56.983  6057        41.45         50
2023-04-03 00:14:57.191  6054        41.45         50
2023-04-03 00:14:57.399  6060        41.45         50
2023-04-03 00:14:57.608  6072        41.45         50
2023-04-03 00:14:57.815  6080        41.45         50
2023-04-03 00:14:58.024  6080        41.45         50
2023-04-03 00:14:58.231  6086        41.45         50
2023-04-03 00:14:58.437  6098        41.45         50
2023-04-03 00:14:58.636  6063        41.45         50
2023-04-03 00:14:58.840  6056        41.45         50
2023-04-03 00:14:59.061  6070        41.45         50
2023-04-03 00:14:59.273  6042        41.45         50
2023-04-03 00:14:59.482  6023        41.45         50
2023-04-03 00:14:59.689  6059        41.45         50
2023-04-03 00:14:59.897  6030        41.45         50
2023-04-03 00:15:00.105  6020        41.45         50
2023-04-03 00:15:00.313  6056        41.45         50
2023-04-03 00:15:00.520  6053        41.45         50
2023-04-03 00:15:00.734  6056        41.45         50
2023-04-03 00:15:00.953  6076        41.45         50
2023-04-03 00:15:01.114  6123        41.45         50
2023-04-03 00:15:01.322  6132        41.45         50
2023-04-03 00:15:01.530  6151        41.45         50
2023-04-03 00:15:01.739  6187        41.45         50
2023-04-03 00:15:01.947  6191        41.45         50
2023-04-03 00:15:02.155  6175        41.45         50
2023-04-03 00:15:02.364  6174        41.45         50
2023-04-03 00:15:02.567  6175        41.48         50
2023-04-03 00:15:02.765  6205        41.48         50
2023-04-03 00:15:02.972  6193        41.48         50
2023-04-03 00:15:03.187  6176        41.48         50
2023-04-03 00:15:03.405  6211        41.45         50
2023-04-03 00:15:03.613  6208        41.48         50
2023-04-03 00:15:03.821  6186        41.45         50
2023-04-03 00:15:04.030  6192        41.48         50
2023-04-03 00:15:04.237  6196        41.45         50
2023-04-03 00:15:04.446  6181        41.48         50
2023-04-03 00:15:04.654  6184        41.48         50
2023-04-03 00:15:04.863  6181        41.45         50
2023-04-03 00:15:05.074  6129        41.45         50
2023-04-03 00:15:05.246  6135        41.45         50
2023-04-03 00:15:05.455  6128        41.45         50
2023-04-03 00:15:05.664  6088        41.45         50
2023-04-03 00:15:05.872  6043        41.45         50
2023-04-03 00:15:06.080  6039        41.45         50
2023-04-03 00:15:06.288  6061        41.45         50
2023-04-03 00:15:06.496  6063        41.45         50
2023-04-03 00:15:06.705  6065        41.45         50
2023-04-03 00:15:06.912  6044        41.45         50
2023-04-03 00:15:07.105  6075        41.45         50
2023-04-03 00:15:07.313  6098        41.45         50
2023-04-03 00:15:07.530  6089        41.45         50
2023-04-03 00:15:07.746  6083        41.45         50
2023-04-03 00:15:07.954  6082        41.45         50
2023-04-03 00:15:08.162  6066        41.45         50
2023-04-03 00:15:08.369  6084        41.45         50
2023-04-03 00:15:08.578  6060        41.45         50
2023-04-03 00:15:08.786  6073        41.45         50
2023-04-03 00:15:08.995  6069        41.45         50
2023-04-03 00:15:09.203  6082        41.45         50
2023-04-03 00:15:09.379  6099        41.45         50
2023-04-03 00:15:09.586  6078        41.45         50
2023-04-03 00:15:09.795  6096        41.45         50
2023-04-03 00:15:10.003  6106        41.45         50
2023-04-03 00:15:10.212  6116        41.45         50
2023-04-03 00:15:10.420  6095        41.45         50
2023-04-03 00:15:10.624  6097        41.45         50
2023-04-03 00:15:10.823  6067        41.45         50
2023-04-03 00:15:11.027  6087        41.45         50
2023-04-03 00:15:11.236  6078        41.45         50
2023-04-03 00:15:11.444  6064        41.45         50
2023-04-03 00:15:11.652  6059        41.48         50
2023-04-03 00:15:11.873  6088        41.45         50
2023-04-03 00:15:12.084  6084        41.45         50
2023-04-03 00:15:12.293  6038        41.45         50
2023-04-03 00:15:12.501  6049        41.45         50
2023-04-03 00:15:12.709  6042        41.45         50
2023-04-03 00:15:12.917  6038        41.45         50
2023-04-03 00:15:13.125  6032        41.45         50
2023-04-03 00:15:13.334  6013        41.45         50
2023-04-03 00:15:13.510  6038        41.45         50
2023-04-03 00:15:13.718  6062        41.45         50
2023-04-03 00:15:13.926  6083        41.45         50
2023-04-03 00:15:14.134  6081        41.45         50
2023-04-03 00:15:14.343  6076        41.45         50
2023-04-03 00:15:14.551  6081        41.45         50
2023-04-03 00:15:14.751  6084        41.45         50
2023-04-03 00:15:14.950  6098        41.45         50
2023-04-03 00:15:15.174  6117        41.45         50
2023-04-03 00:15:15.367  6098        41.45         50
2023-04-03 00:15:15.574  6112        41.45         50
2023-04-03 00:15:15.783  6086        41.45         50
2023-04-03 00:15:16.000  6084        41.45         50
2023-04-03 00:15:16.216  6072        41.45         50
2023-04-03 00:15:16.424  6069        41.45         50
2023-04-03 00:15:16.633  6058        41.45         50
2023-04-03 00:15:16.842  6069        41.45         50
2023-04-03 00:15:17.049  6086        41.45         50
2023-04-03 00:15:17.257  6139        41.45         50
2023-04-03 00:15:17.466  6118        41.45         50
2023-04-03 00:15:17.641  6111        41.45         50
2023-04-03 00:15:17.850  6128        41.45         50
2023-04-03 00:15:18.058  6106        41.45         50
2023-04-03 00:15:18.267  6106        41.45         50
2023-04-03 00:15:18.475  6095        41.45         50
2023-04-03 00:15:18.680  6091        41.45         50
2023-04-03 00:15:18.879  6064        41.45         50
2023-04-03 00:15:19.083  6029        41.45         50
2023-04-03 00:15:19.292  6037        41.45         50
2023-04-03 00:15:19.500  6046        41.45         50
2023-04-03 00:15:19.708  6039        41.45         50
2023-04-03 00:15:19.918  6037        41.45         50
2023-04-03 00:15:20.125  6054        41.45         50
2023-04-03 00:15:20.346  6047        41.45         50
2023-04-03 00:15:20.557  6003        41.45         50
2023-04-03 00:15:20.765  5985        41.45         50
2023-04-03 00:15:20.974  5964        41.45         50
2023-04-03 00:15:21.182  5922        41.45         50
2023-04-03 00:15:21.390  5920        41.45         50
2023-04-03 00:15:21.598  5902        41.45         50
2023-04-03 00:15:21.774  5907        41.45         50
2023-04-03 00:15:21.983  5906        41.45         50
2023-04-03 00:15:22.191  5894        41.45         50
2023-04-03 00:15:22.398  5908        41.45         50
2023-04-03 00:15:22.607  5896        41.45         50
2023-04-03 00:15:22.810  5917        41.45         50
2023-04-03 00:15:23.008  5913        41.45         50
2023-04-03 00:15:23.216  5916        41.45         50
2023-04-03 00:15:23.424  5918        41.45         50
2023-04-03 00:15:23.631  5949        41.45         50
2023-04-03 00:15:23.840  5972        41.45         50
2023-04-03 00:15:24.049  5975        41.45         50
2023-04-03 00:15:24.257  5998        41.45         50
2023-04-03 00:15:24.476  5983        41.45         50
2023-04-03 00:15:24.689  5974        41.45         50
2023-04-03 00:15:24.896  5989        41.45         50
2023-04-03 00:15:25.106  6003        41.45         50
2023-04-03 00:15:25.314  6024        41.45         50
2023-04-03 00:15:25.520  6014        41.45         50
2023-04-03 00:15:25.745  5986        41.45         50
2023-04-03 00:15:25.920  6001        41.45         50
2023-04-03 00:15:26.129  6000        41.45         50
2023-04-03 00:15:26.321  6021        41.45         50
2023-04-03 00:15:26.530  6032        41.45         50
2023-04-03 00:15:26.738  6029        41.45         50
2023-04-03 00:15:26.938  6013        41.45         50
2023-04-03 00:15:27.139  6019        41.45         50
2023-04-03 00:15:27.347  5994        41.45         50
2023-04-03 00:15:27.555  5978        41.45         50
2023-04-03 00:15:27.762  5986        41.45         50
2023-04-03 00:15:27.971  6006        41.45         50
2023-04-03 00:15:28.179  6027        41.45         50
2023-04-03 00:15:28.391  6009        41.45         50
2023-04-03 00:15:28.610  6021        41.45         50
2023-04-03 00:15:28.820  6061        41.45         50
2023-04-03 00:15:29.028  6046        41.45         50
2023-04-03 00:15:29.236  6049        41.45         50
2023-04-03 00:15:29.444  6023        41.45         50
2023-04-03 00:15:29.653  6020        41.45         50
2023-04-03 00:15:29.860  5994        41.45         50
2023-04-03 00:15:30.036  5979        41.45         50
2023-04-03 00:15:30.245  5958        41.45         50
2023-04-03 00:15:30.453  5956        41.45         50
2023-04-03 00:15:30.661  5941        41.45         50
2023-04-03 00:15:30.868  5934        41.45         50
2023-04-03 00:15:31.067  5938        41.45         50
2023-04-03 00:15:31.270  5943        41.45         50
2023-04-03 00:15:31.478  5938        41.45         50
2023-04-03 00:15:31.686  5955        41.45         50
2023-04-03 00:15:31.894  5952        41.45         50
2023-04-03 00:15:32.102  5971        41.45         50
2023-04-03 00:15:32.311  5960        41.45         50
2023-04-03 00:15:32.520  5997        41.45         50
2023-04-03 00:15:32.740  6005        41.45         50
2023-04-03 00:15:32.951  6009        41.45         50
2023-04-03 00:15:33.160  6012        41.45         50
2023-04-03 00:15:33.369  6018        41.45         50
2023-04-03 00:15:33.577  5984        41.45         50
2023-04-03 00:15:33.784  5975        41.45         50
2023-04-03 00:15:33.993  5977        41.45         50
2023-04-03 00:15:34.168  5968        41.45         50
2023-04-03 00:15:34.378  5972        41.45         50
2023-04-03 00:15:34.586  5985        41.45         50
2023-04-03 00:15:34.794  5987        41.45         50
2023-04-03 00:15:34.995  5992        41.45         50
2023-04-03 00:15:35.194  5970        41.45         50
2023-04-03 00:15:35.402  5958        41.45         50
2023-04-03 00:15:35.610  5940        41.45         50
2023-04-03 00:15:35.819  5949        41.45         50
2023-04-03 00:15:36.027  5964        41.45         50
2023-04-03 00:15:36.235  5954        41.45         50
2023-04-03 00:15:36.444  5939        41.45         50
2023-04-03 00:15:36.659  5956        41.45         50
2023-04-03 00:15:36.876  5949        41.45         50
2023-04-03 00:15:37.085  5962        41.45         50
2023-04-03 00:15:37.308  5972        41.45         50
2023-04-03 00:15:37.500  5991        41.45         50
2023-04-03 00:15:37.709  5979        41.45         50
2023-04-03 00:15:37.917  5976        41.45         50
2023-04-03 00:15:38.093  5948        41.45         50
2023-04-03 00:15:38.302  5983        41.45         50
2023-04-03 00:15:38.510  5954        41.45         50
2023-04-03 00:15:38.718  5937        41.45         50
2023-04-03 00:15:38.924  5905        41.45         50
2023-04-03 00:15:39.123  5904        41.45         50
2023-04-03 00:15:39.327  5931        41.45         50
2023-04-03 00:15:39.535  5939        41.45         50
2023-04-03 00:15:39.743  5926        41.45         50
2023-04-03 00:15:39.951  5942        41.45         50
2023-04-03 00:15:40.159  5941        41.45         50
2023-04-03 00:15:40.367  5913        41.45         50
2023-04-03 00:15:40.574  5926        41.45         50
2023-04-03 00:15:40.795  5905        41.45         50
2023-04-03 00:15:41.007  5880        41.45         50
2023-04-03 00:15:41.215  5868        41.45         50
2023-04-03 00:15:41.423  5860        41.45         50
2023-04-03 00:15:41.631  5872        41.45         50
2023-04-03 00:15:41.840  5876        41.45         50
2023-04-03 00:15:42.048  5858        41.45         50
2023-04-03 00:15:42.224  5863        41.45         50
2023-04-03 00:15:42.433  5874        41.45         50
2023-04-03 00:15:42.640  5889        41.45         50
2023-04-03 00:15:42.848  5903        41.45         50
2023-04-03 00:15:43.053  5922        41.45         50
2023-04-03 00:15:43.252  5967        41.45         50
2023-04-03 00:15:43.458  5973        41.45         50
2023-04-03 00:15:43.666  5996        41.45         50
2023-04-03 00:15:43.874  6013        41.45         50
2023-04-03 00:15:44.081  6033        41.45         50
2023-04-03 00:15:44.290  6058        41.45         50
2023-04-03 00:15:44.497  6066        41.45         50
2023-04-03 00:15:44.710  6080        41.45         50
2023-04-03 00:15:44.927  6081        41.45         50
2023-04-03 00:15:45.138  6081        41.45         50
2023-04-03 00:15:45.347  6050        41.45         50
2023-04-03 00:15:45.555  6047        41.45         50
2023-04-03 00:15:45.763  6090        41.45         50
2023-04-03 00:15:45.972  6112        41.45         50
2023-04-03 00:15:46.180  6107        41.45         50
2023-04-03 00:15:46.355  6122        41.45         50
2023-04-03 00:15:46.564  6120        41.45         50
2023-04-03 00:15:46.772  6139        41.45         50
2023-04-03 00:15:46.982  6123        41.45         50
2023-04-03 00:15:47.182  6142        41.45         50
2023-04-03 00:15:47.397  6134        41.45         50
2023-04-03 00:15:47.604  6152        41.45         50
2023-04-03 00:15:47.814  6109        41.45         50
2023-04-03 00:15:48.005  6148        41.45         50
2023-04-03 00:15:48.213  6107        41.45         50
2023-04-03 00:15:48.422  6130        41.45         50
2023-04-03 00:15:48.630  6103        41.45         50
2023-04-03 00:15:48.838  6085        41.45         50
2023-04-03 00:15:49.057  6092        41.45         50
2023-04-03 00:15:49.271  6079        41.45         50
2023-04-03 00:15:49.478  6069        41.45         50
2023-04-03 00:15:49.687  6046        41.45         50
2023-04-03 00:15:49.895  6046        41.45         50
2023-04-03 00:15:50.102  6046        41.45         50
2023-04-03 00:15:50.311  6052        41.45         50
2023-04-03 00:15:50.488  6020        41.45         50
2023-04-03 00:15:50.696  6031        41.45         50
2023-04-03 00:15:50.905  5997        41.45         50
2023-04-03 00:15:51.111  5979        41.41         50
2023-04-03 00:15:51.310  5975        41.41         50
2023-04-03 00:15:51.513  5947        41.41         50
2023-04-03 00:15:51.721  5961        41.41         50
2023-04-03 00:15:51.929  5978        41.41         50
2023-04-03 00:15:52.137  5938        41.41         50
2023-04-03 00:15:52.346  5942        41.41         50
2023-04-03 00:15:52.554  5943        41.41         50
2023-04-03 00:15:52.762  5940        41.41         50
2023-04-03 00:15:52.970  5940        41.41         50
2023-04-03 00:15:53.184  5922        41.41         50
2023-04-03 00:15:53.401  5896        41.41         50
2023-04-03 00:15:53.611  5903        41.41         50
2023-04-03 00:15:53.819  5918        41.41         50
2023-04-03 00:15:54.027  5902        41.41         50
2023-04-03 00:15:54.236  5912        41.41         50
2023-04-03 00:15:54.413  5913        41.41         50
2023-04-03 00:15:54.620  5916        41.41         50
2023-04-03 00:15:54.829  5944        41.41         50
2023-04-03 00:15:55.036  5985        41.41         50
2023-04-03 00:15:55.240  5970        41.41         50
2023-04-03 00:15:55.435  5989        41.41         50
2023-04-03 00:15:55.645  6009        41.41         50
2023-04-03 00:15:55.852  6034        41.41         50
2023-04-03 00:15:56.060  6008        41.41         50
2023-04-03 00:15:56.269  6012        41.41         50
2023-04-03 00:15:56.493  6030        41.41         50
2023-04-03 00:15:56.701  6028        41.41         50
2023-04-03 00:15:56.894  6026        41.41         50
2023-04-03 00:15:57.102  6012        41.41         50
2023-04-03 00:15:57.316  5982        41.41         50
2023-04-03 00:15:57.533  6025        41.41         50
2023-04-03 00:15:57.743  6029        41.41         50
2023-04-03 00:15:57.951  6007        41.41         50
2023-04-03 00:15:58.159  6017        41.41         50
2023-04-03 00:15:58.367  6001        41.41         50
2023-04-03 00:15:58.544  6006        41.41         50
2023-04-03 00:15:58.751  6005        41.41         50
2023-04-03 00:15:58.960  5983        41.41         50
2023-04-03 00:15:59.168  5970        41.41         50
2023-04-03 00:15:59.366  5961        41.41         50
2023-04-03 00:15:59.569  5958        41.41         50
2023-04-03 00:15:59.777  5975        41.41         50
2023-04-03 00:15:59.984  5978        41.41         50
2023-04-03 00:16:00.193  5982        41.41         50
2023-04-03 00:16:00.401  5985        41.41         50
2023-04-03 00:16:00.608  5971        41.41         50
2023-04-03 00:16:00.817  6005        41.41         50
2023-04-03 00:16:01.026  5991        41.41         50
2023-04-03 00:16:01.234  6007        41.41         50
2023-04-03 00:16:01.446  5974        41.41         50
2023-04-03 00:16:01.665  5971        41.41         50
2023-04-03 00:16:01.874  5971        41.41         50
2023-04-03 00:16:02.083  5971        41.41         50
2023-04-03 00:16:02.291  5963        41.41         50
2023-04-03 00:16:02.499  5940        41.41         50
2023-04-03 00:16:02.675  5950        41.41         50
2023-04-03 00:16:02.883  5942        41.41         50
2023-04-03 00:16:03.091  5911        41.41         50
2023-04-03 00:16:03.297  5920        41.41         50
2023-04-03 00:16:03.496  5955        41.41         50
2023-04-03 00:16:03.699  5938        41.41         50
2023-04-03 00:16:03.908  5963        41.41         50
2023-04-03 00:16:04.117  5938        41.41         50
2023-04-03 00:16:04.324  5946        41.41         50
2023-04-03 00:16:04.533  5927        41.38         50
2023-04-03 00:16:04.741  5902        41.38         50
2023-04-03 00:16:04.949  5893        41.38         50
2023-04-03 00:16:05.158  5865        41.38         50
2023-04-03 00:16:05.365  5884        41.38         50
2023-04-03 00:16:05.577  5888        41.38         50
2023-04-03 00:16:05.794  5874        41.38         50
2023-04-03 00:16:06.006  5882        41.38         50
2023-04-03 00:16:06.214  5906        41.38         50
2023-04-03 00:16:06.423  5892        41.38         50
2023-04-03 00:16:06.631  5881        41.38         50
2023-04-03 00:16:06.807  5912        41.38         50
2023-04-03 00:16:07.015  5943        41.38         50
2023-04-03 00:16:07.223  5921        41.38         50
2023-04-03 00:16:07.425  5895        41.38         50
2023-04-03 00:16:07.624  5904        41.38         50
2023-04-03 00:16:07.832  5889        41.38         50
2023-04-03 00:16:08.040  5900        41.38         50
2023-04-03 00:16:08.249  5920        41.38         50
2023-04-03 00:16:08.457  5923        41.38         50
2023-04-03 00:16:08.666  5926        41.38         50
2023-04-03 00:16:08.874  5946        41.38         50
2023-04-03 00:16:09.081  5905        41.38         50
2023-04-03 00:16:09.289  5918        41.38         50
2023-04-03 00:16:09.498  5903        41.38         50
2023-04-03 00:16:09.706  5904        41.38         50
2023-04-03 00:16:09.925  5894        41.38         50
2023-04-03 00:16:10.139  5929        41.38         50
2023-04-03 00:16:10.345  5930        41.38         50
2023-04-03 00:16:10.554  5963        41.41         50
2023-04-03 00:16:10.763  5946        41.41         50
2023-04-03 00:16:10.939  5968        41.38         50
2023-04-03 00:16:11.146  5990        41.38         50
2023-04-03 00:16:11.352  5984        41.41         50
2023-04-03 00:16:11.552  5988        41.38         50
2023-04-03 00:16:11.755  5990        41.38         50
2023-04-03 00:16:11.964  5983        41.38         50
2023-04-03 00:16:12.172  6001        41.38         50
2023-04-03 00:16:12.380  6014        41.38         50
2023-04-03 00:16:12.587  6044        41.38         50
2023-04-03 00:16:12.796  6060        41.38         50
2023-04-03 00:16:13.005  6056        41.38         50
2023-04-03 00:16:13.213  6075        41.38         50
2023-04-03 00:16:13.421  6086        41.38         50
2023-04-03 00:16:13.629  6074        41.38         50
2023-04-03 00:16:13.836  6082        41.38         50
