RAL10
Sampling=1
Gain=5
Zero_base=4450
Time_cost=0
Integrator=0
Polarization=A
Date=18/4/2023

UTC RAD T(C)
04/18/2023 10:38:39.170 10577 41.23
04/18/2023 10:38:39.363 10536 41.23
04/18/2023 10:38:39.580 10554 41.23
04/18/2023 10:38:39.798 10548 41.23
04/18/2023 10:38:40.005 10545 41.23
04/18/2023 10:38:40.214 10534 41.23
04/18/2023 10:38:40.438 10548 41.23
04/18/2023 10:38:40.647 10523 41.23
04/18/2023 10:38:40.822 10534 41.23
04/18/2023 10:38:41.014 10555 41.23
04/18/2023 10:38:41.221 10552 41.26
04/18/2023 10:38:41.420 10554 41.26
04/18/2023 10:38:41.622 10545 41.23
04/18/2023 10:38:41.831 10551 41.23
04/18/2023 10:38:42.039 10546 41.23
04/18/2023 10:38:42.247 10528 41.23
04/18/2023 10:38:42.455 10552 41.23
04/18/2023 10:38:42.664 10561 41.23
04/18/2023 10:38:42.873 10541 41.23
04/18/2023 10:38:43.080 10535 41.23
04/18/2023 10:38:43.289 10534 41.26
04/18/2023 10:38:43.497 10521 41.23
04/18/2023 10:38:43.704 10515 41.26
04/18/2023 10:38:43.921 10522 41.26
04/18/2023 10:38:44.138 10512 41.23
04/18/2023 10:38:44.345 10491 41.26
04/18/2023 10:38:44.554 10481 41.26
04/18/2023 10:38:44.762 10501 41.26
04/18/2023 10:38:44.938 10491 41.26
04/18/2023 10:38:45.147 10485 41.26
04/18/2023 10:38:45.348 10489 41.23
04/18/2023 10:38:45.547 10497 41.26
04/18/2023 10:38:45.754 10479 41.26
04/18/2023 10:38:45.964 10465 41.26
04/18/2023 10:38:46.172 10499 41.23
04/18/2023 10:38:46.380 10527 41.26
04/18/2023 10:38:46.588 10504 41.26
04/18/2023 10:38:46.796 10526 41.26
04/18/2023 10:38:47.005 10520 41.26
04/18/2023 10:38:47.211 10517 41.26
04/18/2023 10:38:47.420 10522 41.23
04/18/2023 10:38:47.627 10521 41.26
04/18/2023 10:38:47.836 10507 41.26
04/18/2023 10:38:48.044 10520 41.26
04/18/2023 10:38:48.265 10538 41.26
04/18/2023 10:38:48.475 10536 41.26
04/18/2023 10:38:48.685 10517 41.26
04/18/2023 10:38:48.892 10532 41.26
04/18/2023 10:38:49.070 10536 41.26
04/18/2023 10:38:49.276 10534 41.26
04/18/2023 10:38:49.475 10531 41.26
04/18/2023 10:38:49.678 10520 41.26
04/18/2023 10:38:49.885 10530 41.26
04/18/2023 10:38:50.094 10530 41.26
04/18/2023 10:38:50.303 10515 41.26
04/18/2023 10:38:50.510 10524 41.26
04/18/2023 10:38:50.718 10520 41.26
04/18/2023 10:38:50.927 10487 41.26
04/18/2023 10:38:51.135 10465 41.26
04/18/2023 10:38:51.343 10477 41.26
04/18/2023 10:38:51.551 10494 41.26
04/18/2023 10:38:51.760 10471 41.26
04/18/2023 10:38:51.968 10487 41.26
04/18/2023 10:38:52.176 10491 41.26
04/18/2023 10:38:52.394 10498 41.26
04/18/2023 10:38:52.608 10484 41.26
04/18/2023 10:38:52.817 10478 41.26
04/18/2023 10:38:53.026 10489 41.26
04/18/2023 10:38:53.202 10473 41.26
04/18/2023 10:38:53.408 10480 41.26
04/18/2023 10:38:53.617 10494 41.26
04/18/2023 10:38:53.809 10484 41.26
04/18/2023 10:38:54.018 10486 41.26
04/18/2023 10:38:54.226 10495 41.26
04/18/2023 10:38:54.434 10490 41.26
04/18/2023 10:38:54.642 10464 41.26
04/18/2023 10:38:54.851 10476 41.26
04/18/2023 10:38:55.059 10478 41.26
04/18/2023 10:38:55.267 10479 41.26
04/18/2023 10:38:55.475 10481 41.26
04/18/2023 10:38:55.682 10478 41.26
04/18/2023 10:38:55.890 10467 41.26
04/18/2023 10:38:56.099 10472 41.26
04/18/2023 10:38:56.308 10487 41.26
04/18/2023 10:38:56.520 10488 41.26
04/18/2023 10:38:56.738 10483 41.26
04/18/2023 10:38:56.949 10459 41.26
04/18/2023 10:38:57.157 10481 41.26
04/18/2023 10:38:57.331 10493 41.26
04/18/2023 10:38:57.530 10490 41.26
04/18/2023 10:38:57.730 10470 41.26
04/18/2023 10:38:57.942 10474 41.26
04/18/2023 10:38:58.149 10483 41.26
04/18/2023 10:38:58.358 10478 41.26
04/18/2023 10:38:58.565 10487 41.26
04/18/2023 10:38:58.773 10457 41.26
04/18/2023 10:38:58.982 10487 41.26
04/18/2023 10:38:59.192 10468 41.26
04/18/2023 10:38:59.399 10496 41.26
04/18/2023 10:38:59.605 10482 41.26
04/18/2023 10:38:59.814 10467 41.26
04/18/2023 10:39:00.018 10491 41.26
04/18/2023 10:39:00.232 10484 41.26
04/18/2023 10:39:00.439 10469 41.26
04/18/2023 10:39:00.653 10502 41.26
04/18/2023 10:39:00.871 10523 41.26
04/18/2023 10:39:01.080 10529 41.26
04/18/2023 10:39:01.288 10510 41.26
04/18/2023 10:39:01.459 10530 41.26
04/18/2023 10:39:01.661 10537 41.26
04/18/2023 10:39:01.864 10535 41.26
04/18/2023 10:39:02.072 10522 41.26
04/18/2023 10:39:02.281 10551 41.26
04/18/2023 10:39:02.488 10515 41.26
04/18/2023 10:39:02.695 10507 41.26
04/18/2023 10:39:02.904 10504 41.26
04/18/2023 10:39:03.111 10500 41.26
04/18/2023 10:39:03.319 10489 41.26
04/18/2023 10:39:03.529 10482 41.26
04/18/2023 10:39:03.736 10482 41.26
04/18/2023 10:39:03.945 10489 41.26
04/18/2023 10:39:04.154 10482 41.26
04/18/2023 10:39:04.360 10468 41.26
04/18/2023 10:39:04.569 10479 41.26
04/18/2023 10:39:04.781 10493 41.26
04/18/2023 10:39:04.998 10488 41.26
04/18/2023 10:39:05.210 10484 41.26
04/18/2023 10:39:05.419 10480 41.26
04/18/2023 10:39:05.592 10482 41.26
04/18/2023 10:39:05.791 10474 41.26
04/18/2023 10:39:05.995 10483 41.26
04/18/2023 10:39:06.203 10482 41.26
04/18/2023 10:39:06.411 10479 41.26
04/18/2023 10:39:06.619 10467 41.26
04/18/2023 10:39:06.828 10482 41.26
04/18/2023 10:39:07.036 10495 41.26
04/18/2023 10:39:07.244 10472 41.26
04/18/2023 10:39:07.452 10491 41.26
04/18/2023 10:39:07.660 10500 41.26
04/18/2023 10:39:07.868 10483 41.26
04/18/2023 10:39:08.075 10493 41.26
04/18/2023 10:39:08.285 10482 41.26
04/18/2023 10:39:08.493 10499 41.26
04/18/2023 10:39:08.702 10484 41.26
04/18/2023 10:39:08.909 10491 41.26
04/18/2023 10:39:09.129 10521 41.26
04/18/2023 10:39:09.339 10512 41.26
04/18/2023 10:39:09.549 10503 41.26
04/18/2023 10:39:09.721 10494 41.26
04/18/2023 10:39:09.918 10508 41.26
04/18/2023 10:39:10.125 10540 41.26
04/18/2023 10:39:10.335 10590 41.26
04/18/2023 10:39:10.543 10577 41.26
04/18/2023 10:39:10.751 10581 41.26
04/18/2023 10:39:10.959 10588 41.26
04/18/2023 10:39:11.167 10588 41.26
04/18/2023 10:39:11.375 10594 41.26
04/18/2023 10:39:11.585 10591 41.26
04/18/2023 10:39:11.808 10602 41.26
04/18/2023 10:39:12.016 10579 41.26
04/18/2023 10:39:12.209 10574 41.26
04/18/2023 10:39:12.416 10592 41.26
04/18/2023 10:39:12.625 10597 41.26
04/18/2023 10:39:12.832 10586 41.26
04/18/2023 10:39:13.041 10570 41.26
04/18/2023 10:39:13.256 10573 41.26
04/18/2023 10:39:13.474 10591 41.26
04/18/2023 10:39:13.681 10588 41.26
04/18/2023 10:39:13.846 10585 41.26
04/18/2023 10:39:14.050 10621 41.26
04/18/2023 10:39:14.258 10608 41.26
04/18/2023 10:39:14.467 10594 41.26
04/18/2023 10:39:14.674 10605 41.26
04/18/2023 10:39:14.884 10609 41.26
04/18/2023 10:39:15.092 10590 41.26
04/18/2023 10:39:15.300 10593 41.26
04/18/2023 10:39:15.508 10599 41.26
04/18/2023 10:39:15.709 10598 41.26
04/18/2023 10:39:15.924 10576 41.26
04/18/2023 10:39:16.132 10587 41.26
04/18/2023 10:39:16.340 10584 41.26
04/18/2023 10:39:16.548 10593 41.26
04/18/2023 10:39:16.757 10590 41.26
04/18/2023 10:39:16.965 10620 41.26
04/18/2023 10:39:17.174 10585 41.26
04/18/2023 10:39:17.381 10588 41.26
04/18/2023 10:39:17.599 10583 41.26
04/18/2023 10:39:17.813 10588 41.26
04/18/2023 10:39:17.973 10601 41.26
04/18/2023 10:39:18.180 10601 41.26
04/18/2023 10:39:18.387 10605 41.26
04/18/2023 10:39:18.598 10598 41.26
04/18/2023 10:39:18.806 10591 41.26
04/18/2023 10:39:19.012 10593 41.26
04/18/2023 10:39:19.222 10592 41.26
04/18/2023 10:39:19.445 10599 41.26
04/18/2023 10:39:19.638 10584 41.23
04/18/2023 10:39:19.838 10580 41.23
04/18/2023 10:39:20.054 10582 41.23
04/18/2023 10:39:20.263 10575 41.23
04/18/2023 10:39:20.466 10580 41.23
04/18/2023 10:39:20.679 10601 41.23
04/18/2023 10:39:20.886 10600 41.23
04/18/2023 10:39:21.095 10559 41.23
04/18/2023 10:39:21.302 10577 41.23
04/18/2023 10:39:21.512 10574 41.23
04/18/2023 10:39:21.729 10556 41.23
04/18/2023 10:39:21.943 10531 41.23
04/18/2023 10:39:22.104 10497 41.23
04/18/2023 10:39:22.312 10505 41.23
04/18/2023 10:39:22.517 10504 41.23
04/18/2023 10:39:22.728 10503 41.23
04/18/2023 10:39:22.937 10486 41.23
04/18/2023 10:39:23.145 10497 41.23
04/18/2023 10:39:23.353 10495 41.23
04/18/2023 10:39:23.561 10497 41.23
04/18/2023 10:39:23.769 10481 41.23
