RAL10
Sampling=1
Gain=5
Zero_base=2832
Time_cost=0
Integrator=0
Polarization=A
Date=18/4/2023

UTC RAD T(C)
04/18/2023 10:33:29.606 16264 41.20
04/18/2023 10:33:29.815 16260 41.20
04/18/2023 10:33:30.038 16262 41.20
04/18/2023 10:33:30.248 16280 41.20
04/18/2023 10:33:30.440 16271 41.20
04/18/2023 10:33:30.648 16267 41.20
04/18/2023 10:33:30.856 16254 41.20
04/18/2023 10:33:31.064 16289 41.20
04/18/2023 10:33:31.273 16268 41.20
04/18/2023 10:33:31.472 16279 41.20
04/18/2023 10:33:31.687 16271 41.20
04/18/2023 10:33:31.897 16263 41.20
04/18/2023 10:33:32.105 16257 41.20
04/18/2023 10:33:32.313 16253 41.20
04/18/2023 10:33:32.522 16265 41.20
04/18/2023 10:33:32.730 16259 41.20
04/18/2023 10:33:32.938 16267 41.20
04/18/2023 10:33:33.147 16258 41.20
04/18/2023 10:33:33.361 16260 41.20
04/18/2023 10:33:33.579 16259 41.20
04/18/2023 10:33:33.738 16273 41.20
04/18/2023 10:33:33.947 16268 41.20
04/18/2023 10:33:34.155 16268 41.20
04/18/2023 10:33:34.364 16282 41.20
04/18/2023 10:33:34.572 16276 41.20
04/18/2023 10:33:34.780 16253 41.20
04/18/2023 10:33:34.988 16266 41.20
04/18/2023 10:33:35.196 16282 41.20
04/18/2023 10:33:35.398 16289 41.20
04/18/2023 10:33:35.596 16279 41.20
04/18/2023 10:33:35.813 16281 41.20
04/18/2023 10:33:36.030 16269 41.20
04/18/2023 10:33:36.237 16262 41.20
04/18/2023 10:33:36.446 16281 41.20
04/18/2023 10:33:36.653 16285 41.20
04/18/2023 10:33:36.862 16283 41.20
04/18/2023 10:33:37.070 16273 41.20
04/18/2023 10:33:37.278 16280 41.20
04/18/2023 10:33:37.486 16274 41.20
04/18/2023 10:33:37.701 16263 41.20
04/18/2023 10:33:37.870 16285 41.20
04/18/2023 10:33:38.079 16293 41.20
04/18/2023 10:33:38.288 16285 41.23
04/18/2023 10:33:38.496 16270 41.20
04/18/2023 10:33:38.703 16273 41.20
04/18/2023 10:33:38.911 16292 41.20
04/18/2023 10:33:39.118 16269 41.20
04/18/2023 10:33:39.323 16264 41.20
04/18/2023 10:33:39.523 16275 41.20
04/18/2023 10:33:39.728 16275 41.20
04/18/2023 10:33:39.937 16268 41.20
04/18/2023 10:33:40.155 16282 41.20
04/18/2023 10:33:40.369 16277 41.20
04/18/2023 10:33:40.577 16279 41.20
04/18/2023 10:33:40.786 16277 41.20
04/18/2023 10:33:40.994 16290 41.20
04/18/2023 10:33:41.201 16292 41.20
04/18/2023 10:33:41.409 16287 41.20
04/18/2023 10:33:41.617 16279 41.20
04/18/2023 10:33:41.826 16294 41.20
04/18/2023 10:33:42.001 16297 41.20
04/18/2023 10:33:42.209 16293 41.20
04/18/2023 10:33:42.418 16277 41.23
