               data_ora  rad  temperatura elevazione
2023-03-25 21:38:45.595 6267        41.60         20
2023-03-25 21:38:45.803 6281        41.60         20
2023-03-25 21:38:46.012 6263        41.60         20
2023-03-25 21:38:46.222 6242        41.60         20
2023-03-25 21:38:46.445 6239        41.60         20
2023-03-25 21:38:46.651 6252        41.60         20
2023-03-25 21:38:46.862 6256        41.60         20
2023-03-25 21:38:47.059 6241        41.60         20
2023-03-25 21:38:47.278 6226        41.60         20
2023-03-25 21:38:47.486 6242        41.60         20
2023-03-25 21:38:47.695 6260        41.60         20
2023-03-25 21:38:47.902 6266        41.60         20
2023-03-25 21:38:48.079 6262        41.60         20
2023-03-25 21:38:48.283 6279        41.60         20
2023-03-25 21:38:48.482 6287        41.60         20
2023-03-25 21:38:48.688 6287        41.60         20
2023-03-25 21:38:48.895 6306        41.60         20
2023-03-25 21:38:49.103 6326        41.60         20
2023-03-25 21:38:49.308 6305        41.60         20
2023-03-25 21:38:49.520 6308        41.60         20
2023-03-25 21:38:49.728 6324        41.60         20
2023-03-25 21:38:49.936 6322        41.60         20
2023-03-25 21:38:50.144 6320        41.60         20
2023-03-25 21:38:50.353 6306        41.60         20
2023-03-25 21:38:50.561 6295        41.60         20
2023-03-25 21:38:50.768 6288        41.60         20
2023-03-25 21:38:50.977 6289        41.60         20
2023-03-25 21:38:51.189 6288        41.60         20
2023-03-25 21:38:51.406 6277        41.60         20
2023-03-25 21:38:51.617 6267        41.60         20
2023-03-25 21:38:51.824 6275        41.60         20
2023-03-25 21:38:52.033 6276        41.60         20
2023-03-25 21:38:52.206 6272        41.60         20
2023-03-25 21:38:52.414 6261        41.60         20
2023-03-25 21:38:52.615 6259        41.60         20
2023-03-25 21:38:52.816 6279        41.60         20
2023-03-25 21:38:53.019 6259        41.60         20
2023-03-25 21:38:53.228 6269        41.60         20
2023-03-25 21:38:53.437 6244        41.60         20
2023-03-25 21:38:53.650 6244        41.60         20
2023-03-25 21:38:53.853 6247        41.57         20
2023-03-25 21:38:54.065 6234        41.57         20
2023-03-25 21:38:54.273 6252        41.57         20
2023-03-25 21:38:54.480 6266        41.57         20
2023-03-25 21:38:54.691 6259        41.57         20
2023-03-25 21:38:54.898 6260        41.57         20
2023-03-25 21:38:55.106 6256        41.57         20
2023-03-25 21:38:55.324 6254        41.57         20
2023-03-25 21:38:55.554 6263        41.57         20
2023-03-25 21:38:55.746 6276        41.57         20
2023-03-25 21:38:55.954 6269        41.57         20
2023-03-25 21:38:56.164 6284        41.57         20
2023-03-25 21:38:56.338 6271        41.57         20
2023-03-25 21:38:56.547 6268        41.57         20
2023-03-25 21:38:56.749 6268        41.57         20
2023-03-25 21:38:56.948 6254        41.57         20
2023-03-25 21:38:57.156 6253        41.57         20
2023-03-25 21:38:57.364 6265        41.57         20
2023-03-25 21:38:57.572 6242        41.57         20
2023-03-25 21:38:57.781 6241        41.57         20
2023-03-25 21:38:57.989 6247        41.57         20
2023-03-25 21:38:58.196 6235        41.57         20
2023-03-25 21:38:58.405 6244        41.57         20
2023-03-25 21:38:58.613 6234        41.57         20
2023-03-25 21:38:58.822 6242        41.57         20
2023-03-25 21:38:59.030 6247        41.57         20
2023-03-25 21:38:59.238 6234        41.57         20
2023-03-25 21:38:59.452 6251        41.57         20
2023-03-25 21:38:59.668 6277        41.57         20
2023-03-25 21:38:59.878 6279        41.57         20
2023-03-25 21:39:00.084 6281        41.57         20
2023-03-25 21:39:00.294 6265        41.57         20
2023-03-25 21:39:00.471 6258        41.57         20
2023-03-25 21:39:00.679 6282        41.57         20
2023-03-25 21:39:00.879 6281        41.57         20
2023-03-25 21:39:01.079 6289        41.57         20
2023-03-25 21:39:01.286 6282        41.57         20
2023-03-25 21:39:01.496 6282        41.57         20
2023-03-25 21:39:01.702 6277        41.57         20
2023-03-25 21:39:01.912 6263        41.57         20
2023-03-25 21:39:02.120 6251        41.57         20
2023-03-25 21:39:02.328 6231        41.57         20
2023-03-25 21:39:02.535 6225        41.57         20
2023-03-25 21:39:02.742 6248        41.57         20
2023-03-25 21:39:02.953 6250        41.57         20
2023-03-25 21:39:03.162 6237        41.57         20
2023-03-25 21:39:03.370 6259        41.57         20
2023-03-25 21:39:03.587 6256        41.57         20
2023-03-25 21:39:03.801 6268        41.57         20
2023-03-25 21:39:04.008 6280        41.57         20
2023-03-25 21:39:04.218 6253        41.57         20
2023-03-25 21:39:04.426 6265        41.57         20
2023-03-25 21:39:04.602 6252        41.57         20
2023-03-25 21:39:04.810 6235        41.57         20
2023-03-25 21:39:05.009 6246        41.57         20
2023-03-25 21:39:05.209 6238        41.57         20
2023-03-25 21:39:05.419 6238        41.57         20
2023-03-25 21:39:05.627 6252        41.57         20
2023-03-25 21:39:05.835 6251        41.57         20
2023-03-25 21:39:06.044 6258        41.57         20
2023-03-25 21:39:06.251 6258        41.57         20
2023-03-25 21:39:06.460 6257        41.57         20
2023-03-25 21:39:06.667 6257        41.57         20
2023-03-25 21:39:06.876 6248        41.57         20
2023-03-25 21:39:07.085 6276        41.57         20
2023-03-25 21:39:07.293 6275        41.57         20
2023-03-25 21:39:07.501 6258        41.57         20
2023-03-25 21:39:07.713 6258        41.57         20
2023-03-25 21:39:07.929 6262        41.57         20
2023-03-25 21:39:08.142 6267        41.57         20
2023-03-25 21:39:08.350 6237        41.57         20
2023-03-25 21:39:08.558 6242        41.57         20
2023-03-25 21:39:08.734 6258        41.57         20
