               data_ora   rad  temperatura
2023-04-16 22:09:23.177  4889        40.59
2023-04-16 22:09:23.380  4883        40.59
2023-04-16 22:09:23.583  4899        40.59
2023-04-16 22:09:23.802  4906        40.59
2023-04-16 22:09:24.005  4941        40.59
2023-04-16 22:09:24.208  4941        40.59
2023-04-16 22:09:24.427  4960        40.62
2023-04-16 22:09:24.630  4942        40.62
2023-04-16 22:09:24.833  4933        40.62
2023-04-16 22:09:25.052  4938        40.62
2023-04-16 22:09:25.270  4953        40.62
2023-04-16 22:09:25.473  4939        40.62
2023-04-16 22:09:25.692  4945        40.62
2023-04-16 22:09:25.895  4933        40.62
2023-04-16 22:09:26.098  4937        40.62
2023-04-16 22:09:26.270  4941        40.62
2023-04-16 22:09:26.489  4926        40.62
2023-04-16 22:09:26.692  4960        40.62
2023-04-16 22:09:26.895  4941        40.62
2023-04-16 22:09:27.098  4971        40.62
2023-04-16 22:09:27.301  4985        40.62
2023-04-16 22:09:27.520  4989        40.62
2023-04-16 22:09:27.723  4996        40.62
2023-04-16 22:09:27.926  5002        40.62
2023-04-16 22:09:28.130  5018        40.62
2023-04-16 22:09:28.348  5010        40.62
2023-04-16 22:09:28.551  5037        40.62
2023-04-16 22:09:28.755  5044        40.62
2023-04-16 22:09:28.973  5045        40.62
2023-04-16 22:09:29.255  5034        40.62
2023-04-16 22:09:29.395  5042        40.62
2023-04-16 22:09:29.614  5050        40.62
2023-04-16 22:09:29.817  5062        40.62
2023-04-16 22:09:30.020  5027        40.62
2023-04-16 22:09:30.239  5022        40.62
2023-04-16 22:09:30.411  5016        40.62
2023-04-16 22:09:30.614  5010        40.62
2023-04-16 22:09:30.817  5007        40.62
2023-04-16 22:09:31.020  5006        40.62
2023-04-16 22:09:31.223  5021        40.62
2023-04-16 22:09:31.426  5014        40.62
2023-04-16 22:09:31.645  5015        40.62
2023-04-16 22:09:31.848  5011        40.62
2023-04-16 22:09:32.067  5031        40.62
2023-04-16 22:09:32.270  5026        40.62
2023-04-16 22:09:32.473  5042        40.62
2023-04-16 22:09:32.676  5056        40.62
2023-04-16 22:09:32.895  5097        40.62
2023-04-16 22:09:33.098  5124        40.62
2023-04-16 22:09:33.301  5128        40.62
2023-04-16 22:09:33.520  5149        40.62
2023-04-16 22:09:33.739  5153        40.62
2023-04-16 22:09:33.942  5178        40.62
2023-04-16 22:09:34.161  5171        40.62
2023-04-16 22:09:34.333  5149        40.59
2023-04-16 22:09:34.536  5147        40.59
2023-04-16 22:09:34.739  5152        40.59
2023-04-16 22:09:34.942  5149        40.59
2023-04-16 22:09:35.145  5164        40.59
2023-04-16 22:09:35.364  5155        40.59
2023-04-16 22:09:35.567  5166        40.59
2023-04-16 22:09:35.770  5158        40.59
2023-04-16 22:09:35.989  5178        40.59
2023-04-16 22:09:36.192  5177        40.62
2023-04-16 22:09:36.395  5198        40.62
2023-04-16 22:09:36.614  5244        40.59
2023-04-16 22:09:36.817  5266        40.59
2023-04-16 22:09:37.020  5272        40.62
2023-04-16 22:09:37.239  5283        40.59
2023-04-16 22:09:37.442  5273        40.59
2023-04-16 22:09:37.661  5298        40.59
2023-04-16 22:09:37.879  5276        40.59
2023-04-16 22:09:38.082  5256        40.59
2023-04-16 22:09:38.286  5256        40.59
2023-04-16 22:09:38.457  5232        40.59
2023-04-16 22:09:38.661  5234        40.59
2023-04-16 22:09:38.864  5203        40.59
2023-04-16 22:09:39.082  5187        40.59
2023-04-16 22:09:39.286  5164        40.59
2023-04-16 22:09:39.489  5151        40.59
2023-04-16 22:09:39.707  5096        40.59
2023-04-16 22:09:39.910  5081        40.59
2023-04-16 22:09:40.114  5066        40.59
2023-04-16 22:09:40.317  5057        40.59
2023-04-16 22:09:40.535  5044        40.62
2023-04-16 22:09:40.739  5023        40.59
2023-04-16 22:09:40.942  4996        40.62
2023-04-16 22:09:41.160  5008        40.59
2023-04-16 22:09:41.364  5022        40.62
2023-04-16 22:09:41.567  5038        40.62
2023-04-16 22:09:41.785  5057        40.62
2023-04-16 22:09:42.004  5066        40.62
2023-04-16 22:09:42.207  5068        40.62
2023-04-16 22:09:42.426  5093        40.62
2023-04-16 22:09:42.582  5092        40.62
2023-04-16 22:09:42.785  5076        40.62
2023-04-16 22:09:43.004  5097        40.62
2023-04-16 22:09:43.207  5104        40.62
2023-04-16 22:09:43.410  5119        40.62
2023-04-16 22:09:43.629  5104        40.62
2023-04-16 22:09:43.832  5112        40.62
2023-04-16 22:09:44.035  5095        40.62
2023-04-16 22:09:44.239  5065        40.62
2023-04-16 22:09:44.457  5072        40.62
2023-04-16 22:09:44.660  5064        40.62
2023-04-16 22:09:44.879  5055        40.62
2023-04-16 22:09:45.082  5049        40.62
2023-04-16 22:09:45.285  5041        40.62
2023-04-16 22:09:45.504  5047        40.62
2023-04-16 22:09:45.707  5067        40.62
2023-04-16 22:09:45.910  5070        40.62
2023-04-16 22:09:46.129  5088        40.62
2023-04-16 22:09:46.348  5110        40.62
2023-04-16 22:09:46.504  5109        40.62
2023-04-16 22:09:46.707  5140        40.62
2023-04-16 22:09:46.926  5154        40.62
2023-04-16 22:09:47.129  5158        40.62
2023-04-16 22:09:47.332  5171        40.62
2023-04-16 22:09:47.551  5187        40.62
2023-04-16 22:09:47.754  5196        40.62
2023-04-16 22:09:47.957  5193        40.62
2023-04-16 22:09:48.160  5181        40.62
2023-04-16 22:09:48.363  5165        40.62
2023-04-16 22:09:48.582  5146        40.62
2023-04-16 22:09:48.801  5150        40.62
2023-04-16 22:09:49.004  5124        40.62
2023-04-16 22:09:49.223  5098        40.62
2023-04-16 22:09:49.426  5075        40.62
2023-04-16 22:09:49.629  5083        40.62
2023-04-16 22:09:49.848  5086        40.62
2023-04-16 22:09:50.051  5082        40.62
2023-04-16 22:09:50.254  5097        40.62
2023-04-16 22:09:50.473  5117        40.62
2023-04-16 22:09:50.645  5128        40.62
2023-04-16 22:09:50.848  5172        40.62
2023-04-16 22:09:51.051  5212        40.62
2023-04-16 22:09:51.270  5218        40.62
2023-04-16 22:09:51.473  5242        40.62
2023-04-16 22:09:51.676  5283        40.62
2023-04-16 22:09:51.879  5269        40.62
2023-04-16 22:09:52.082  5275        40.62
2023-04-16 22:09:52.285  5264        40.62
2023-04-16 22:09:52.504  5248        40.62
2023-04-16 22:09:52.702  5208        40.62
2023-04-16 22:09:52.920  5180        40.62
2023-04-16 22:09:53.139  5153        40.62
2023-04-16 22:09:53.342  5110        40.62
2023-04-16 22:09:53.561  5069        40.62
2023-04-16 22:09:53.764  5062        40.62
2023-04-16 22:09:53.967  5042        40.62
2023-04-16 22:09:54.170  5065        40.62
2023-04-16 22:09:54.389  5079        40.62
