               data_ora  rad  temperatura elevazione
2023-03-02 02:05:01.654 4902        40.35         25
2023-03-02 02:05:01.857 4859        40.35         25
2023-03-02 02:05:02.060 4884        40.35         25
2023-03-02 02:05:02.279 4861        40.32         25
2023-03-02 02:05:02.451 4865        40.35         25
2023-03-02 02:05:02.654 4859        40.35         25
2023-03-02 02:05:02.857 4862        40.35         25
2023-03-02 02:05:03.060 4861        40.35         25
2023-03-02 02:05:03.263 4898        40.35         25
2023-03-02 02:05:03.482 4853        40.35         25
2023-03-02 02:05:03.685 4880        40.35         25
2023-03-02 02:05:03.888 4917        40.35         25
2023-03-02 02:05:04.107 4875        40.35         25
2023-03-02 02:05:04.310 4887        40.35         25
2023-03-02 02:05:04.513 4877        40.35         25
2023-03-02 02:05:04.716 4889        40.35         25
2023-03-02 02:05:04.935 4890        40.35         25
2023-03-02 02:05:05.138 4877        40.35         25
2023-03-02 02:05:05.357 4876        40.35         25
2023-03-02 02:05:05.575 4879        40.35         25
2023-03-02 02:05:05.779 4873        40.35         25
2023-03-02 02:05:05.982 4863        40.35         25
2023-03-02 02:05:06.200 4876        40.35         25
2023-03-02 02:05:06.372 4873        40.35         25
2023-03-02 02:05:06.575 4895        40.35         25
2023-03-02 02:05:06.779 4919        40.35         25
2023-03-02 02:05:06.982 4906        40.35         25
2023-03-02 02:05:07.185 4911        40.35         25
2023-03-02 02:05:07.404 4908        40.35         25
2023-03-02 02:05:07.607 4914        40.35         25
2023-03-02 02:05:07.810 4896        40.35         25
2023-03-02 02:05:08.029 4924        40.35         25
2023-03-02 02:05:08.232 4923        40.35         25
2023-03-02 02:05:08.435 4921        40.35         25
2023-03-02 02:05:08.653 4903        40.35         25
2023-03-02 02:05:08.857 4928        40.35         25
2023-03-02 02:05:09.060 4948        40.35         25
2023-03-02 02:05:09.278 4986        40.35         25
2023-03-02 02:05:09.497 4977        40.35         25
2023-03-02 02:05:09.700 4963        40.38         25
2023-03-02 02:05:09.903 4973        40.38         25
2023-03-02 02:05:10.122 4968        40.38         25
2023-03-02 02:05:10.294 4955        40.38         25
2023-03-02 02:05:10.497 4975        40.35         25
2023-03-02 02:05:10.700 4986        40.35         25
2023-03-02 02:05:10.903 4975        40.38         25
2023-03-02 02:05:11.122 4970        40.38         25
2023-03-02 02:05:11.325 4983        40.35         25
2023-03-02 02:05:11.528 4987        40.35         25
2023-03-02 02:05:11.732 4985        40.35         25
2023-03-02 02:05:11.950 4950        40.38         25
2023-03-02 02:05:12.153 4949        40.38         25
2023-03-02 02:05:12.357 4957        40.38         25
2023-03-02 02:05:12.575 4951        40.38         25
2023-03-02 02:05:12.778 4922        40.38         25
2023-03-02 02:05:12.981 4927        40.38         25
2023-03-02 02:05:13.200 4895        40.38         25
2023-03-02 02:05:13.419 4920        40.38         25
2023-03-02 02:05:13.622 4904        40.35         25
2023-03-02 02:05:13.841 4925        40.38         25
2023-03-02 02:05:14.044 4930        40.38         25
2023-03-02 02:05:14.216 4941        40.38         25
2023-03-02 02:05:14.419 4939        40.35         25
2023-03-02 02:05:14.622 4954        40.38         25
2023-03-02 02:05:14.825 4974        40.35         25
2023-03-02 02:05:15.028 5000        40.35         25
2023-03-02 02:05:15.247 4995        40.35         25
2023-03-02 02:05:15.450 5030        40.35         25
2023-03-02 02:05:15.653 5021        40.35         25
2023-03-02 02:05:15.872 5057        40.35         25
2023-03-02 02:05:16.075 5037        40.35         25
2023-03-02 02:05:16.294 5063        40.35         25
2023-03-02 02:05:16.497 5060        40.35         25
2023-03-02 02:05:16.700 5088        40.35         25
2023-03-02 02:05:16.903 5081        40.35         25
2023-03-02 02:05:17.122 5092        40.35         25
2023-03-02 02:05:17.325 5089        40.35         25
2023-03-02 02:05:17.544 5082        40.35         25
2023-03-02 02:05:17.763 5081        40.35         25
2023-03-02 02:05:17.966 5085        40.35         25
2023-03-02 02:05:18.138 5092        40.35         25
2023-03-02 02:05:18.325 5080        40.35         25
2023-03-02 02:05:18.544 5077        40.35         25
2023-03-02 02:05:18.747 5083        40.35         25
2023-03-02 02:05:18.950 5029        40.35         25
2023-03-02 02:05:19.169 5068        40.35         25
2023-03-02 02:05:19.372 5026        40.35         25
2023-03-02 02:05:19.575 5018        40.35         25
2023-03-02 02:05:19.794 4997        40.35         25
2023-03-02 02:05:19.997 4972        40.35         25
2023-03-02 02:05:20.200 4966        40.35         25
2023-03-02 02:05:20.419 4963        40.35         25
2023-03-02 02:05:20.622 4964        40.35         25
2023-03-02 02:05:20.841 4929        40.35         25
2023-03-02 02:05:21.044 4908        40.35         25
2023-03-02 02:05:21.247 4915        40.35         25
2023-03-02 02:05:21.466 4899        40.35         25
2023-03-02 02:05:21.669 4903        40.35         25
2023-03-02 02:05:21.887 4893        40.35         25
2023-03-02 02:05:22.059 4879        40.35         25
2023-03-02 02:05:22.262 4888        40.35         25
2023-03-02 02:05:22.460 4892        40.35         25
2023-03-02 02:05:22.679 4922        40.35         25
2023-03-02 02:05:22.882 4905        40.35         25
2023-03-02 02:05:23.085 4919        40.35         25
2023-03-02 02:05:23.288 4940        40.35         25
2023-03-02 02:05:23.507 4928        40.35         25
2023-03-02 02:05:23.710 4939        40.35         25
2023-03-02 02:05:23.913 4915        40.35         25
2023-03-02 02:05:24.132 4925        40.35         25
2023-03-02 02:05:24.335 4933        40.35         25
2023-03-02 02:05:24.538 4916        40.35         25
2023-03-02 02:05:24.757 4921        40.35         25
2023-03-02 02:05:24.960 4925        40.35         25
2023-03-02 02:05:25.163 4912        40.35         25
2023-03-02 02:05:25.382 4943        40.35         25
2023-03-02 02:05:25.601 4925        40.35         25
2023-03-02 02:05:25.804 4933        40.32         25
2023-03-02 02:05:25.976 4919        40.32         25
2023-03-02 02:05:26.179 4916        40.35         25
2023-03-02 02:05:26.382 4921        40.35         25
2023-03-02 02:05:26.601 4942        40.35         25
2023-03-02 02:05:26.804 4945        40.35         25
2023-03-02 02:05:27.007 4957        40.35         25
2023-03-02 02:05:27.226 4954        40.35         25
2023-03-02 02:05:27.429 4947        40.32         25
2023-03-02 02:05:27.632 4939        40.32         25
2023-03-02 02:05:27.835 4939        40.32         25
2023-03-02 02:05:28.054 4918        40.32         25
2023-03-02 02:05:28.257 4939        40.32         25
2023-03-02 02:05:28.460 4932        40.32         25
2023-03-02 02:05:28.679 4923        40.32         25
2023-03-02 02:05:28.882 4928        40.32         25
2023-03-02 02:05:29.085 4902        40.32         25
2023-03-02 02:05:29.304 4930        40.32         25
2023-03-02 02:05:29.507 4930        40.32         25
2023-03-02 02:05:29.726 4908        40.32         25
2023-03-02 02:05:29.897 4908        40.32         25
2023-03-02 02:05:30.101 4932        40.32         25
2023-03-02 02:05:30.304 4920        40.32         25
2023-03-02 02:05:30.522 4940        40.32         25
2023-03-02 02:05:30.725 4930        40.32         25
2023-03-02 02:05:30.929 4943        40.32         25
2023-03-02 02:05:31.147 4960        40.32         25
2023-03-02 02:05:31.350 4922        40.32         25
2023-03-02 02:05:31.554 4943        40.32         25
2023-03-02 02:05:31.757 4955        40.32         25
2023-03-02 02:05:31.975 4940        40.32         25
2023-03-02 02:05:32.179 4936        40.32         25
2023-03-02 02:05:32.397 4947        40.32         25
2023-03-02 02:05:32.600 4935        40.32         25
2023-03-02 02:05:32.804 4954        40.32         25
2023-03-02 02:05:33.022 4935        40.32         25
2023-03-02 02:05:33.225 4934        40.32         25
2023-03-02 02:05:33.429 4938        40.32         25
2023-03-02 02:05:33.647 4942        40.32         25
2023-03-02 02:05:33.866 4943        40.32         25
2023-03-02 02:05:34.022 4956        40.32         25
2023-03-02 02:05:34.225 4927        40.32         25
2023-03-02 02:05:34.444 4945        40.32         25
2023-03-02 02:05:34.647 4935        40.32         25
2023-03-02 02:05:34.866 4939        40.32         25
2023-03-02 02:05:35.069 4928        40.32         25
2023-03-02 02:05:35.272 4925        40.32         25
2023-03-02 02:05:35.475 4931        40.29         25
2023-03-02 02:05:35.678 4946        40.29         25
2023-03-02 02:05:35.882 4930        40.29         25
2023-03-02 02:05:36.100 4934        40.29         25
2023-03-02 02:05:36.319 4937        40.29         25
2023-03-02 02:05:36.522 4934        40.29         25
2023-03-02 02:05:36.725 4932        40.29         25
2023-03-02 02:05:36.944 4925        40.29         25
