               data_ora   rad  temperatura
2023-01-22 02:12:39.002  4075        40.32
2023-01-22 02:12:39.211  4073        40.32
2023-01-22 02:12:39.417  4082        40.32
2023-01-22 02:12:39.627  4095        40.32
2023-01-22 02:12:39.834  4093        40.32
2023-01-22 02:12:40.043  4095        40.29
2023-01-22 02:12:40.256  4084        40.29
2023-01-22 02:12:40.475  4053        40.32
2023-01-22 02:12:40.633  4055        40.32
2023-01-22 02:12:40.844  4066        40.32
2023-01-22 02:12:41.051  4041        40.32
2023-01-22 02:12:41.260  4045        40.32
2023-01-22 02:12:41.468  4081        40.29
2023-01-22 02:12:41.676  4074        40.29
2023-01-22 02:12:41.884  4087        40.32
2023-01-22 02:12:42.092  4064        40.32
2023-01-22 02:12:42.292  4041        40.29
2023-01-22 02:12:42.496  4048        40.29
2023-01-22 02:12:42.713  4039        40.29
2023-01-22 02:12:42.925  4049        40.29
2023-01-22 02:12:43.132  4026        40.29
2023-01-22 02:12:43.341  4041        40.29
2023-01-22 02:12:43.549  4016        40.29
2023-01-22 02:12:43.757  4027        40.29
2023-01-22 02:12:43.966  4029        40.29
2023-01-22 02:12:44.174  4019        40.29
2023-01-22 02:12:44.385  4029        40.29
2023-01-22 02:12:44.558  3998        40.29
2023-01-22 02:12:44.766  4023        40.29
2023-01-22 02:12:44.989  4037        40.29
2023-01-22 02:12:45.182  4049        40.29
2023-01-22 02:12:45.391  4030        40.29
2023-01-22 02:12:45.598  4033        40.29
2023-01-22 02:12:45.807  4033        40.26
2023-01-22 02:12:46.012  4032        40.26
2023-01-22 02:12:46.211  4049        40.26
2023-01-22 02:12:46.415  4045        40.29
2023-01-22 02:12:46.624  4061        40.29
2023-01-22 02:12:46.841  4051        40.29
2023-01-22 02:12:47.055  4054        40.29
2023-01-22 02:12:47.264  3968        40.29
2023-01-22 02:12:47.472  3998        40.29
2023-01-22 02:12:47.679  4003        40.29
2023-01-22 02:12:47.887  4019        40.29
2023-01-22 02:12:48.096  4006        40.26
2023-01-22 02:12:48.304  4016        40.26
2023-01-22 02:12:48.516  4012        40.26
2023-01-22 02:12:48.689  3999        40.26
2023-01-22 02:12:48.896  3997        40.26
2023-01-22 02:12:49.104  4018        40.26
2023-01-22 02:12:49.313  4028        40.26
2023-01-22 02:12:49.520  4040        40.26
2023-01-22 02:12:49.728  4038        40.26
2023-01-22 02:12:49.933  4032        40.26
2023-01-22 02:12:50.133  4028        40.26
2023-01-22 02:12:50.337  4034        40.26
2023-01-22 02:12:50.544  4015        40.26
2023-01-22 02:12:50.753  4025        40.26
2023-01-22 02:12:50.968  4049        40.26
2023-01-22 02:12:51.185  4035        40.26
2023-01-22 02:12:51.393  4024        40.26
2023-01-22 02:12:51.602  4042        40.29
2023-01-22 02:12:51.810  4055        40.26
2023-01-22 02:12:52.018  4049        40.26
2023-01-22 02:12:52.226  4053        40.26
2023-01-22 02:12:52.434  4055        40.26
2023-01-22 02:12:52.643  4075        40.26
2023-01-22 02:12:52.818  4079        40.26
2023-01-22 02:12:53.027  4091        40.26
2023-01-22 02:12:53.234  4060        40.26
2023-01-22 02:12:53.442  4057        40.26
