data_ora,rad,temperatura,elevazione
2023-02-17 04:19:36.054,3741,40.41,35
2023-02-17 04:19:36.263,3728,40.41,35
2023-02-17 04:19:36.439,3736,40.41,35
2023-02-17 04:19:36.646,3748,40.41,35
2023-02-17 04:19:36.856,3759,40.41,35
2023-02-17 04:19:37.061,3739,40.41,35
2023-02-17 04:19:37.260,3754,40.41,35
2023-02-17 04:19:37.464,3717,40.38,35
2023-02-17 04:19:37.671,3726,40.38,35
2023-02-17 04:19:37.880,3684,40.38,35
2023-02-17 04:19:38.088,3686,40.38,35
2023-02-17 04:19:38.297,3664,40.38,35
2023-02-17 04:19:38.505,3671,40.38,35
2023-02-17 04:19:38.713,3661,40.38,35
2023-02-17 04:19:38.921,3652,40.38,35
2023-02-17 04:19:39.139,3667,40.38,35
2023-02-17 04:19:39.353,3665,40.38,35
2023-02-17 04:19:39.560,3671,40.38,35
2023-02-17 04:19:39.770,3667,40.38,35
2023-02-17 04:19:39.978,3671,40.38,35
2023-02-17 04:19:40.186,3662,40.38,35
2023-02-17 04:19:40.362,3653,40.38,35
2023-02-17 04:19:40.570,3660,40.38,35
2023-02-17 04:19:40.779,3665,40.38,35
2023-02-17 04:19:40.987,3679,40.38,35
2023-02-17 04:19:41.185,3693,40.38,35
2023-02-17 04:19:41.387,3681,40.38,35
2023-02-17 04:19:41.595,3681,40.38,35
2023-02-17 04:19:41.803,3686,40.38,35
2023-02-17 04:19:42.012,3673,40.38,35
2023-02-17 04:19:42.219,3690,40.38,35
2023-02-17 04:19:42.427,3668,40.38,35
2023-02-17 04:19:42.636,3688,40.38,35
2023-02-17 04:19:42.844,3671,40.38,35
2023-02-17 04:19:43.062,3674,40.38,35
2023-02-17 04:19:43.276,3670,40.38,35
2023-02-17 04:19:43.485,3669,40.38,35
2023-02-17 04:19:43.693,3666,40.38,35
2023-02-17 04:19:43.901,3648,40.38,35
2023-02-17 04:19:44.109,3657,40.38,35
2023-02-17 04:19:44.285,3666,40.38,35
2023-02-17 04:19:44.493,3673,40.38,35
2023-02-17 04:19:44.701,3695,40.38,35
2023-02-17 04:19:44.909,3687,40.38,35
2023-02-17 04:19:45.110,3688,40.38,35
2023-02-17 04:19:45.310,3700,40.38,35
2023-02-17 04:19:45.518,3704,40.38,35
2023-02-17 04:19:45.726,3715,40.38,35
2023-02-17 04:19:45.934,3737,40.38,35
2023-02-17 04:19:46.142,3707,40.38,35
2023-02-17 04:19:46.351,3720,40.35,35
2023-02-17 04:19:46.557,3709,40.35,35
