data_ora,rad,temperatura,elevazione
2023-02-17 04:51:57.063,6007,40.38,55
2023-02-17 04:51:57.268,5975,40.38,55
2023-02-17 04:51:57.479,5971,40.38,55
2023-02-17 04:51:57.686,5957,40.38,55
2023-02-17 04:51:57.904,5931,40.38,55
2023-02-17 04:51:58.118,5984,40.38,55
2023-02-17 04:51:58.306,5992,40.38,55
2023-02-17 04:51:58.506,5964,40.41,55
2023-02-17 04:51:58.716,5972,40.41,55
2023-02-17 04:51:58.929,5973,40.38,55
2023-02-17 04:51:59.143,5962,40.38,55
2023-02-17 04:51:59.350,5961,40.38,55
2023-02-17 04:51:59.559,5938,40.38,55
2023-02-17 04:51:59.768,5948,40.38,55
2023-02-17 04:51:59.969,5968,40.38,55
2023-02-17 04:52:00.181,5979,40.38,55
2023-02-17 04:52:00.395,5985,40.38,55
2023-02-17 04:52:00.612,5979,40.38,55
2023-02-17 04:52:00.775,5954,40.38,55
2023-02-17 04:52:00.982,5971,40.41,55
2023-02-17 04:52:01.192,5931,40.38,55
2023-02-17 04:52:01.398,5937,40.38,55
2023-02-17 04:52:01.608,5934,40.41,55
2023-02-17 04:52:01.816,5936,40.41,55
2023-02-17 04:52:02.020,5935,40.41,55
2023-02-17 04:52:02.233,5995,40.38,55
2023-02-17 04:52:02.434,6015,40.38,55
2023-02-17 04:52:02.636,6004,40.38,55
2023-02-17 04:52:02.854,6028,40.41,55
2023-02-17 04:52:03.061,6022,40.41,55
2023-02-17 04:52:03.273,6034,40.41,55
2023-02-17 04:52:03.481,5994,40.38,55
2023-02-17 04:52:03.704,5991,40.38,55
2023-02-17 04:52:03.898,5999,40.38,55
2023-02-17 04:52:04.099,5996,40.38,55
2023-02-17 04:52:04.313,5994,40.38,55
2023-02-17 04:52:04.533,6000,40.38,55
2023-02-17 04:52:04.698,5971,40.38,55
2023-02-17 04:52:04.906,5937,40.38,55
2023-02-17 04:52:05.113,5961,40.38,55
2023-02-17 04:52:05.322,5957,40.38,55
2023-02-17 04:52:05.530,6002,40.38,55
2023-02-17 04:52:05.738,6000,40.41,55
2023-02-17 04:52:05.947,6054,40.38,55
2023-02-17 04:52:06.154,6033,40.38,55
2023-02-17 04:52:06.362,5995,40.38,55
