data_ora,rad,temperatura,elevazione
2023-02-17 04:35:48.114,5064,40.35,45
2023-02-17 04:35:48.322,5029,40.35,45
2023-02-17 04:35:48.530,5056,40.35,45
2023-02-17 04:35:48.738,5036,40.35,45
2023-02-17 04:35:48.946,5038,40.35,45
2023-02-17 04:35:49.155,5052,40.35,45
2023-02-17 04:35:49.378,5054,40.35,45
2023-02-17 04:35:49.564,5046,40.35,45
2023-02-17 04:35:49.763,5050,40.35,45
2023-02-17 04:35:49.971,5035,40.35,45
2023-02-17 04:35:50.179,5024,40.35,45
2023-02-17 04:35:50.400,5027,40.35,45
2023-02-17 04:35:50.611,5039,40.35,45
2023-02-17 04:35:50.818,5040,40.35,45
2023-02-17 04:35:51.028,5036,40.35,45
2023-02-17 04:35:51.236,5054,40.35,45
2023-02-17 04:35:51.444,5021,40.35,45
2023-02-17 04:35:51.651,5057,40.35,45
2023-02-17 04:35:51.861,5038,40.35,45
2023-02-17 04:35:52.037,5029,40.35,45
2023-02-17 04:35:52.245,5019,40.35,45
2023-02-17 04:35:52.452,5045,40.35,45
2023-02-17 04:35:52.661,5056,40.35,45
2023-02-17 04:35:52.869,5053,40.35,45
2023-02-17 04:35:53.077,5080,40.35,45
2023-02-17 04:35:53.285,5080,40.35,45
2023-02-17 04:35:53.488,5079,40.35,45
2023-02-17 04:35:53.686,5035,40.35,45
2023-02-17 04:35:53.894,5043,40.35,45
2023-02-17 04:35:54.105,5036,40.35,45
2023-02-17 04:35:54.322,5008,40.35,45
2023-02-17 04:35:54.534,4997,40.35,45
2023-02-17 04:35:54.742,5014,40.35,45
2023-02-17 04:35:54.950,4999,40.35,45
2023-02-17 04:35:55.159,4991,40.35,45
2023-02-17 04:35:55.367,4970,40.35,45
2023-02-17 04:35:55.573,4988,40.35,45
2023-02-17 04:35:55.783,4955,40.35,45
2023-02-17 04:35:55.959,4947,40.35,45
2023-02-17 04:35:56.168,4993,40.35,45
2023-02-17 04:35:56.376,4988,40.35,45
2023-02-17 04:35:56.584,4984,40.35,45
2023-02-17 04:35:56.792,5026,40.35,45
2023-02-17 04:35:56.999,5001,40.35,45
2023-02-17 04:35:57.208,4996,40.35,45
2023-02-17 04:35:57.413,4989,40.35,45
2023-02-17 04:35:57.612,4988,40.35,45
2023-02-17 04:35:57.814,5008,40.35,45
2023-02-17 04:35:58.025,4978,40.35,45
2023-02-17 04:35:58.240,4994,40.35,45
2023-02-17 04:35:58.457,4984,40.35,45
2023-02-17 04:35:58.665,4990,40.35,45
2023-02-17 04:35:58.873,5000,40.35,45
2023-02-17 04:35:59.081,5003,40.35,45
2023-02-17 04:35:59.289,5014,40.35,45
2023-02-17 04:35:59.498,5022,40.35,45
2023-02-17 04:35:59.706,5059,40.35,45
2023-02-17 04:35:59.923,5029,40.35,45
2023-02-17 04:36:00.100,5025,40.35,45
2023-02-17 04:36:00.298,5048,40.35,45
2023-02-17 04:36:00.506,5040,40.35,45
2023-02-17 04:36:00.713,5043,40.35,45
2023-02-17 04:36:00.921,5054,40.35,45
2023-02-17 04:36:01.129,5035,40.35,45
2023-02-17 04:36:01.337,5029,40.35,45
2023-02-17 04:36:01.539,5053,40.35,45
2023-02-17 04:36:01.738,5016,40.32,45
2023-02-17 04:36:01.951,4989,40.32,45
2023-02-17 04:36:02.167,4975,40.32,45
2023-02-17 04:36:02.378,4969,40.32,45
2023-02-17 04:36:02.586,4976,40.32,45
2023-02-17 04:36:02.794,4987,40.32,45
2023-02-17 04:36:03.002,4988,40.32,45
2023-02-17 04:36:03.210,4984,40.32,45
2023-02-17 04:36:03.418,5002,40.32,45
2023-02-17 04:36:03.627,5039,40.32,45
2023-02-17 04:36:03.846,5039,40.32,45
2023-02-17 04:36:04.011,5064,40.32,45
2023-02-17 04:36:04.218,5074,40.32,45
