data_ora,rad,temperatura,elevazione
2023-02-17 04:27:39.185,4123,40.38,40
2023-02-17 04:27:39.395,4108,40.38,40
2023-02-17 04:27:39.603,4119,40.38,40
2023-02-17 04:27:39.812,4118,40.38,40
2023-02-17 04:27:40.018,4096,40.38,40
2023-02-17 04:27:40.225,4109,40.38,40
2023-02-17 04:27:40.439,4105,40.38,40
2023-02-17 04:27:40.656,4115,40.38,40
2023-02-17 04:27:40.865,4135,40.38,40
2023-02-17 04:27:41.074,4150,40.38,40
2023-02-17 04:27:41.283,4114,40.38,40
2023-02-17 04:27:41.491,4124,40.38,40
2023-02-17 04:27:41.666,4115,40.38,40
2023-02-17 04:27:41.875,4100,40.38,40
2023-02-17 04:27:42.083,4092,40.38,40
2023-02-17 04:27:42.286,4095,40.38,40
2023-02-17 04:27:42.483,4087,40.38,40
2023-02-17 04:27:42.692,4074,40.38,40
2023-02-17 04:27:42.900,4083,40.38,40
2023-02-17 04:27:43.109,4056,40.38,40
2023-02-17 04:27:43.314,4077,40.38,40
2023-02-17 04:27:43.524,4068,40.38,40
2023-02-17 04:27:43.732,4079,40.38,40
2023-02-17 04:27:43.940,4052,40.38,40
2023-02-17 04:27:44.147,4063,40.38,40
2023-02-17 04:27:44.356,4052,40.38,40
2023-02-17 04:27:44.575,4079,40.38,40
2023-02-17 04:27:44.788,4087,40.38,40
2023-02-17 04:27:44.997,4122,40.38,40
2023-02-17 04:27:45.205,4120,40.38,40
2023-02-17 04:27:45.414,4148,40.35,40
2023-02-17 04:27:45.622,4178,40.38,40
2023-02-17 04:27:45.796,4168,40.38,40
2023-02-17 04:27:46.007,4184,40.38,40
2023-02-17 04:27:46.215,4175,40.38,40
2023-02-17 04:27:46.422,4149,40.38,40
2023-02-17 04:27:46.630,4124,40.38,40
2023-02-17 04:27:46.852,4115,40.38,40
2023-02-17 04:27:47.046,4087,40.38,40
2023-02-17 04:27:47.237,4065,40.38,40
2023-02-17 04:27:47.447,4057,40.38,40
2023-02-17 04:27:47.655,4089,40.38,40
2023-02-17 04:27:47.863,4102,40.38,40
2023-02-17 04:27:48.072,4076,40.38,40
2023-02-17 04:27:48.278,4084,40.35,40
2023-02-17 04:27:48.496,4070,40.38,40
2023-02-17 04:27:48.712,4089,40.38,40
2023-02-17 04:27:48.920,4098,40.35,40
2023-02-17 04:27:49.127,4095,40.35,40
2023-02-17 04:27:49.335,4097,40.35,40
2023-02-17 04:27:49.542,4110,40.35,40
2023-02-17 04:27:49.721,4112,40.35,40
2023-02-17 04:27:49.927,4129,40.35,40
2023-02-17 04:27:50.137,4134,40.35,40
2023-02-17 04:27:50.340,4147,40.35,40
2023-02-17 04:27:50.537,4128,40.35,40
2023-02-17 04:27:50.745,4091,40.35,40
2023-02-17 04:27:50.953,4103,40.35,40
2023-02-17 04:27:51.162,4119,40.35,40
2023-02-17 04:27:51.369,4099,40.35,40
2023-02-17 04:27:51.578,4065,40.35,40
2023-02-17 04:27:51.786,4071,40.35,40
2023-02-17 04:27:51.995,4083,40.35,40
2023-02-17 04:27:52.200,4046,40.35,40
2023-02-17 04:27:52.415,4031,40.35,40
2023-02-17 04:27:52.633,4030,40.35,40
2023-02-17 04:27:52.841,4042,40.35,40
2023-02-17 04:27:53.051,4036,40.35,40
2023-02-17 04:27:53.258,4059,40.35,40
2023-02-17 04:27:53.468,4051,40.35,40
2023-02-17 04:27:53.644,4041,40.35,40
2023-02-17 04:27:53.852,4069,40.35,40
2023-02-17 04:27:54.060,4073,40.35,40
2023-02-17 04:27:54.268,4078,40.35,40
2023-02-17 04:27:54.467,4075,40.35,40
2023-02-17 04:27:54.668,4073,40.35,40
2023-02-17 04:27:54.875,4086,40.35,40
2023-02-17 04:27:55.082,4080,40.35,40
2023-02-17 04:27:55.291,4064,40.35,40
2023-02-17 04:27:55.499,4083,40.35,40
2023-02-17 04:27:55.708,4093,40.35,40
2023-02-17 04:27:55.914,4090,40.35,40
2023-02-17 04:27:56.124,4097,40.35,40
2023-02-17 04:27:56.332,4106,40.35,40
2023-02-17 04:27:56.552,4095,40.35,40
2023-02-17 04:27:56.763,4088,40.35,40
2023-02-17 04:27:56.973,4080,40.35,40
2023-02-17 04:27:57.180,4082,40.35,40
2023-02-17 04:27:57.405,4055,40.35,40
2023-02-17 04:27:57.596,4062,40.35,40
2023-02-17 04:27:57.772,4061,40.35,40
2023-02-17 04:27:57.980,4075,40.35,40
2023-02-17 04:27:58.188,4022,40.35,40
2023-02-17 04:27:58.393,4035,40.35,40
2023-02-17 04:27:58.593,4016,40.35,40
2023-02-17 04:27:58.798,4021,40.35,40
2023-02-17 04:27:59.005,4039,40.35,40
2023-02-17 04:27:59.230,4048,40.35,40
2023-02-17 04:27:59.452,4037,40.35,40
2023-02-17 04:27:59.646,4067,40.35,40
2023-02-17 04:27:59.854,4075,40.35,40
2023-02-17 04:28:00.044,4074,40.35,40
2023-02-17 04:28:00.255,4063,40.35,40
2023-02-17 04:28:00.474,4041,40.35,40
2023-02-17 04:28:00.686,4048,40.35,40
2023-02-17 04:28:00.894,4065,40.35,40
2023-02-17 04:28:01.102,4062,40.35,40
2023-02-17 04:28:01.309,4094,40.35,40
2023-02-17 04:28:01.519,4068,40.35,40
2023-02-17 04:28:01.695,4108,40.35,40
2023-02-17 04:28:01.904,4124,40.35,40
