data_ora,rad,temperatura,elevazione
2023-02-17 03:00:12.046,5209,40.35,20
2023-02-17 03:00:12.256,5219,40.35,20
2023-02-17 03:00:12.465,5211,40.35,20
2023-02-17 03:00:12.677,5188,40.35,20
2023-02-17 03:00:12.894,5156,40.35,20
2023-02-17 03:00:13.058,5172,40.35,20
2023-02-17 03:00:13.263,5134,40.35,20
2023-02-17 03:00:13.473,5176,40.35,20
2023-02-17 03:00:13.681,5137,40.35,20
2023-02-17 03:00:13.889,5156,40.35,20
2023-02-17 03:00:14.097,5178,40.35,20
2023-02-17 03:00:14.306,5173,40.35,20
2023-02-17 03:00:14.514,5144,40.35,20
2023-02-17 03:00:14.716,5164,40.35,20
2023-02-17 03:00:14.944,5192,40.35,20
2023-02-17 03:00:15.154,5218,40.35,20
2023-02-17 03:00:15.362,5224,40.35,20
2023-02-17 03:00:15.570,5230,40.35,20
2023-02-17 03:00:15.778,5233,40.35,20
2023-02-17 03:00:15.971,5247,40.35,20
2023-02-17 03:00:16.179,5241,40.35,20
2023-02-17 03:00:16.387,5211,40.35,20
2023-02-17 03:00:16.595,5248,40.35,20
2023-02-17 03:00:16.816,5233,40.35,20
2023-02-17 03:00:16.979,5274,40.38,20
2023-02-17 03:00:17.188,5240,40.35,20
2023-02-17 03:00:17.396,5232,40.35,20
2023-02-17 03:00:17.604,5272,40.35,20
2023-02-17 03:00:17.812,5232,40.35,20
2023-02-17 03:00:18.020,5248,40.35,20
2023-02-17 03:00:18.229,5251,40.35,20
2023-02-17 03:00:18.437,5263,40.35,20
2023-02-17 03:00:18.641,5234,40.35,20
2023-02-17 03:00:18.841,5228,40.35,20
2023-02-17 03:00:19.058,5235,40.35,20
2023-02-17 03:00:19.269,5234,40.35,20
2023-02-17 03:00:19.476,5234,40.35,20
2023-02-17 03:00:19.685,5254,40.35,20
2023-02-17 03:00:19.893,5193,40.35,20
2023-02-17 03:00:20.101,5231,40.35,20
2023-02-17 03:00:20.310,5209,40.38,20
2023-02-17 03:00:20.519,5218,40.35,20
2023-02-17 03:00:20.733,5233,40.35,20
2023-02-17 03:00:20.950,5253,40.35,20
2023-02-17 03:00:21.110,5265,40.35,20
2023-02-17 03:00:21.318,5239,40.38,20
2023-02-17 03:00:21.526,5251,40.38,20
2023-02-17 03:00:21.733,5260,40.35,20
2023-02-17 03:00:21.941,5248,40.35,20
2023-02-17 03:00:22.150,5259,40.35,20
2023-02-17 03:00:22.358,5262,40.35,20
2023-02-17 03:00:22.566,5251,40.35,20
2023-02-17 03:00:22.766,5250,40.35,20
2023-02-17 03:00:22.978,5246,40.35,20
2023-02-17 03:00:23.192,5229,40.35,20
2023-02-17 03:00:23.400,5226,40.35,20
2023-02-17 03:00:23.607,5182,40.35,20
2023-02-17 03:00:23.815,5181,40.35,20
2023-02-17 03:00:24.024,5187,40.35,20
2023-02-17 03:00:24.232,5150,40.35,20
2023-02-17 03:00:24.440,5165,40.35,20
2023-02-17 03:00:24.657,5156,40.35,20
2023-02-17 03:00:24.873,5160,40.35,20
2023-02-17 03:00:25.033,5157,40.35,20
2023-02-17 03:00:25.241,5122,40.35,20
2023-02-17 03:00:25.449,5152,40.35,20
2023-02-17 03:00:25.656,5147,40.35,20
2023-02-17 03:00:25.865,5162,40.35,20
2023-02-17 03:00:26.073,5197,40.35,20
2023-02-17 03:00:26.280,5168,40.35,20
2023-02-17 03:00:26.490,5171,40.35,20
2023-02-17 03:00:26.691,5155,40.35,20
2023-02-17 03:00:26.898,5156,40.35,20
2023-02-17 03:00:27.113,5156,40.35,20
2023-02-17 03:00:27.322,5146,40.35,20
2023-02-17 03:00:27.545,5157,40.35,20
2023-02-17 03:00:27.751,5133,40.35,20
