               data_ora   rad  temperatura  elevazione
2022-12-25 02:43:39.953  3849        40.29        30.0
2022-12-25 02:43:40.156  3851        40.32        30.0
2022-12-25 02:43:40.375  3837        40.32        30.0
2022-12-25 02:43:40.578  3847        40.32        30.0
2022-12-25 02:43:40.781  3832        40.32        30.0
2022-12-25 02:43:40.984  3849        40.32        30.0
2022-12-25 02:43:41.203  3842        40.32        30.0
2022-12-25 02:43:41.406  3850        40.32        30.0
2022-12-25 02:43:41.625  3848        40.32        30.0
2022-12-25 02:43:41.843  3841        40.32        30.0
2022-12-25 02:43:42.062  3851        40.32        30.0
2022-12-25 02:43:42.250  3849        40.32        30.0
2022-12-25 02:43:42.468  3855        40.32        30.0
2022-12-25 02:43:42.671  3836        40.32        30.0
2022-12-25 02:43:42.875  3848        40.32        30.0
2022-12-25 02:43:43.046  3858        40.32        30.0
2022-12-25 02:43:43.265  3859        40.32        30.0
2022-12-25 02:43:43.468  3865        40.32        30.0
2022-12-25 02:43:43.671  3857        40.32        30.0
2022-12-25 02:43:43.890  3866        40.32        30.0
2022-12-25 02:43:44.093  3860        40.32        30.0
2022-12-25 02:43:44.296  3854        40.32        30.0
2022-12-25 02:43:44.500  3855        40.32        30.0
2022-12-25 02:43:44.718  3850        40.32        30.0
2022-12-25 02:43:44.921  3872        40.32        30.0
2022-12-25 02:43:45.156  3857        40.32        30.0
2022-12-25 02:43:45.343  3858        40.32        30.0
2022-12-25 02:43:45.546  3873        40.32        30.0
2022-12-25 02:43:45.750  3860        40.32        30.0
2022-12-25 02:43:45.968  3854        40.32        30.0
2022-12-25 02:43:46.171  3853        40.32        30.0
2022-12-25 02:43:46.406  3855        40.32        30.0
2022-12-25 02:43:46.578  3857        40.32        30.0
2022-12-25 02:43:46.812  3871        40.32        30.0
2022-12-25 02:43:47.015  3866        40.32        30.0
2022-12-25 02:43:47.218  3869        40.35        30.0
2022-12-25 02:43:47.390  3853        40.32        30.0
2022-12-25 02:43:47.624  3853        40.32        30.0
2022-12-25 02:43:47.796  3847        40.32        30.0
2022-12-25 02:43:48.000  3868        40.35        30.0
2022-12-25 02:43:48.218  3853        40.35        30.0
2022-12-25 02:43:48.421  3856        40.35        30.0
2022-12-25 02:43:48.624  3854        40.35        30.0
2022-12-25 02:43:48.843  3862        40.35        30.0
2022-12-25 02:43:49.046  3845        40.35        30.0
2022-12-25 02:43:49.249  3862        40.35        30.0
2022-12-25 02:43:49.468  3852        40.35        30.0
2022-12-25 02:43:49.671  3849        40.35        30.0
2022-12-25 02:43:49.874  3862        40.35        30.0
2022-12-25 02:43:50.078  3867        40.35        30.0
