RAL10
Sampling=1
Gain=1
Zero_base=0
Time_cost=0
Integrator=0
Polarization=A
Date=18/4/2023

UTC RAD T(C)
04/18/2023 10:15:29.436 13185 41.17
04/18/2023 10:15:29.644 13186 41.17
04/18/2023 10:15:29.853 13191 41.17
04/18/2023 10:15:30.060 13187 41.17
04/18/2023 10:15:30.263 13198 41.17
04/18/2023 10:15:30.477 13194 41.17
04/18/2023 10:15:30.678 13198 41.17
04/18/2023 10:15:30.892 13196 41.17
04/18/2023 10:15:31.101 13203 41.17
04/18/2023 10:15:31.293 13194 41.17
04/18/2023 10:15:31.501 13193 41.17
04/18/2023 10:15:31.714 13194 41.17
04/18/2023 10:15:31.918 13189 41.17
04/18/2023 10:15:32.126 13181 41.17
04/18/2023 10:15:32.334 13176 41.17
04/18/2023 10:15:32.543 13164 41.17
04/18/2023 10:15:32.751 13171 41.17
04/18/2023 10:15:32.959 13176 41.17
04/18/2023 10:15:33.167 13157 41.17
04/18/2023 10:15:33.376 13166 41.17
04/18/2023 10:15:33.583 13165 41.17
04/18/2023 10:15:33.791 13169 41.17
04/18/2023 10:15:34.000 13164 41.17
04/18/2023 10:15:34.208 13168 41.17
04/18/2023 10:15:34.416 13169 41.17
04/18/2023 10:15:34.625 13161 41.17
04/18/2023 10:15:34.834 13170 41.17
04/18/2023 10:15:35.041 13172 41.17
04/18/2023 10:15:35.249 13158 41.17
04/18/2023 10:15:35.458 13164 41.17
04/18/2023 10:15:35.665 13170 41.17
04/18/2023 10:15:35.842 13165 41.17
04/18/2023 10:15:36.050 13156 41.17
04/18/2023 10:15:36.254 13165 41.14
04/18/2023 10:15:36.454 13166 41.14
04/18/2023 10:15:36.658 13162 41.14
04/18/2023 10:15:36.867 13158 41.14
04/18/2023 10:15:37.075 13152 41.14
04/18/2023 10:15:37.280 13168 41.14
04/18/2023 10:15:37.491 13164 41.14
04/18/2023 10:15:37.699 13154 41.14
04/18/2023 10:15:37.905 13159 41.14
04/18/2023 10:15:38.116 13162 41.14
04/18/2023 10:15:38.318 13152 41.14
04/18/2023 10:15:38.515 13158 41.14
04/18/2023 10:15:38.724 13159 41.14
04/18/2023 10:15:38.932 13154 41.14
04/18/2023 10:15:39.140 13161 41.14
04/18/2023 10:15:39.349 13161 41.14
04/18/2023 10:15:39.558 13170 41.14
04/18/2023 10:15:39.780 13151 41.14
04/18/2023 10:15:39.988 13159 41.14
04/18/2023 10:15:40.181 13162 41.14
04/18/2023 10:15:40.390 13165 41.14
04/18/2023 10:15:40.596 13160 41.14
04/18/2023 10:15:40.804 13152 41.14
04/18/2023 10:15:41.013 13164 41.14
04/18/2023 10:15:41.220 13146 41.14
04/18/2023 10:15:41.430 13160 41.17
04/18/2023 10:15:41.638 13179 41.17
04/18/2023 10:15:41.847 13156 41.17
04/18/2023 10:15:42.055 13164 41.17
04/18/2023 10:15:42.263 13164 41.17
04/18/2023 10:15:42.471 13170 41.14
04/18/2023 10:15:42.680 13156 41.14
04/18/2023 10:15:42.888 13156 41.14
04/18/2023 10:15:43.063 13163 41.17
04/18/2023 10:15:43.272 13175 41.17
04/18/2023 10:15:43.480 13162 41.17
04/18/2023 10:15:43.687 13160 41.17
04/18/2023 10:15:43.895 13157 41.17
04/18/2023 10:15:44.105 13162 41.17
04/18/2023 10:15:44.305 13164 41.17
04/18/2023 10:15:44.505 13157 41.17
04/18/2023 10:15:44.713 13155 41.17
04/18/2023 10:15:44.921 13168 41.17
04/18/2023 10:15:45.130 13169 41.17
04/18/2023 10:15:45.338 13163 41.17
04/18/2023 10:15:45.545 13169 41.17
04/18/2023 10:15:45.753 13164 41.17
04/18/2023 10:15:45.962 13165 41.17
04/18/2023 10:15:46.171 13168 41.17
04/18/2023 10:15:46.369 13169 41.17
04/18/2023 10:15:46.571 13165 41.17
04/18/2023 10:15:46.779 13162 41.17
04/18/2023 10:15:46.987 13160 41.17
04/18/2023 10:15:47.195 13159 41.17
04/18/2023 10:15:47.403 13155 41.17
04/18/2023 10:15:47.615 13161 41.17
04/18/2023 10:15:47.825 13153 41.17
04/18/2023 10:15:48.035 13161 41.17
04/18/2023 10:15:48.245 13158 41.17
04/18/2023 10:15:48.455 13152 41.17
04/18/2023 10:15:48.666 13158 41.17
04/18/2023 10:15:48.875 13156 41.17
04/18/2023 10:15:49.083 13167 41.17
04/18/2023 10:15:49.293 13156 41.17
04/18/2023 10:15:49.501 13160 41.17
04/18/2023 10:15:49.709 13162 41.17
04/18/2023 10:15:49.917 13151 41.17
04/18/2023 10:15:50.126 13160 41.17
04/18/2023 10:15:50.334 13167 41.17
04/18/2023 10:15:50.494 13179 41.17
04/18/2023 10:15:50.702 13177 41.17
04/18/2023 10:15:50.910 13197 41.17
04/18/2023 10:15:51.119 13196 41.17
04/18/2023 10:15:51.326 13187 41.17
04/18/2023 10:15:51.535 13196 41.17
04/18/2023 10:15:51.744 13197 41.17
04/18/2023 10:15:51.951 13195 41.17
04/18/2023 10:15:52.160 13194 41.17
04/18/2023 10:15:52.360 13194 41.17
04/18/2023 10:15:52.559 13194 41.17
04/18/2023 10:15:52.768 13201 41.17
04/18/2023 10:15:52.976 13188 41.17
04/18/2023 10:15:53.185 13197 41.17
04/18/2023 10:15:53.393 13190 41.17
04/18/2023 10:15:53.601 13215 41.17
04/18/2023 10:15:53.809 13202 41.17
04/18/2023 10:15:54.017 13196 41.17
04/18/2023 10:15:54.225 13206 41.17
04/18/2023 10:15:54.433 13206 41.17
04/18/2023 10:15:54.642 13198 41.17
04/18/2023 10:15:54.850 13205 41.17
04/18/2023 10:15:55.057 13192 41.17
04/18/2023 10:15:55.266 13202 41.17
04/18/2023 10:15:55.473 13200 41.17
04/18/2023 10:15:55.681 13194 41.17
04/18/2023 10:15:55.890 13200 41.17
04/18/2023 10:15:56.102 13196 41.17
04/18/2023 10:15:56.305 13202 41.17
04/18/2023 10:15:56.514 13194 41.17
04/18/2023 10:15:56.723 13198 41.17
04/18/2023 10:15:56.930 13201 41.17
04/18/2023 10:15:57.139 13193 41.17
04/18/2023 10:15:57.347 13202 41.17
04/18/2023 10:15:57.556 13199 41.17
04/18/2023 10:15:57.731 13191 41.17
04/18/2023 10:15:57.939 13199 41.17
04/18/2023 10:15:58.149 13199 41.17
04/18/2023 10:15:58.351 13199 41.17
04/18/2023 10:15:58.548 13193 41.17
04/18/2023 10:15:58.757 13195 41.17
04/18/2023 10:15:58.964 13207 41.17
04/18/2023 10:15:59.173 13201 41.17
04/18/2023 10:15:59.381 13201 41.17
04/18/2023 10:15:59.590 13198 41.17
04/18/2023 10:15:59.798 13195 41.17
04/18/2023 10:16:00.006 13195 41.17
04/18/2023 10:16:00.229 13200 41.17
04/18/2023 10:16:00.422 13200 41.17
04/18/2023 10:16:00.629 13198 41.17
04/18/2023 10:16:00.823 13197 41.17
04/18/2023 10:16:01.026 13195 41.17
04/18/2023 10:16:01.238 13192 41.17
04/18/2023 10:16:01.446 13193 41.17
04/18/2023 10:16:01.655 13191 41.17
04/18/2023 10:16:01.864 13207 41.14
04/18/2023 10:16:02.071 13193 41.17
04/18/2023 10:16:02.279 13193 41.14
04/18/2023 10:16:02.487 13193 41.14
04/18/2023 10:16:02.696 13199 41.14
04/18/2023 10:16:02.904 13199 41.14
04/18/2023 10:16:03.112 13198 41.14
04/18/2023 10:16:03.320 13198 41.14
04/18/2023 10:16:03.529 13196 41.14
04/18/2023 10:16:03.737 13196 41.14
04/18/2023 10:16:03.946 13196 41.14
04/18/2023 10:16:04.154 13189 41.14
04/18/2023 10:16:04.361 13200 41.14
04/18/2023 10:16:04.570 13201 41.14
04/18/2023 10:16:04.778 13197 41.14
04/18/2023 10:16:04.986 13198 41.14
04/18/2023 10:16:05.162 13204 41.14
04/18/2023 10:16:05.370 13194 41.14
04/18/2023 10:16:05.579 13197 41.14
04/18/2023 10:16:05.786 13201 41.14
04/18/2023 10:16:05.995 13204 41.14
04/18/2023 10:16:06.204 13197 41.14
04/18/2023 10:16:06.407 13200 41.14
04/18/2023 10:16:06.604 13201 41.14
04/18/2023 10:16:06.812 13208 41.14
04/18/2023 10:16:07.024 13207 41.14
04/18/2023 10:16:07.228 13202 41.14
04/18/2023 10:16:07.437 13212 41.14
04/18/2023 10:16:07.645 13228 41.14
04/18/2023 10:16:07.853 13207 41.14
04/18/2023 10:16:08.061 13210 41.14
04/18/2023 10:16:08.268 13219 41.14
04/18/2023 10:16:08.471 13213 41.14
04/18/2023 10:16:08.673 13201 41.14
04/18/2023 10:16:08.882 13214 41.14
04/18/2023 10:16:09.092 13209 41.14
04/18/2023 10:16:09.301 13205 41.14
04/18/2023 10:16:09.509 13207 41.14
04/18/2023 10:16:09.719 13221 41.14
04/18/2023 10:16:09.927 13207 41.14
04/18/2023 10:16:10.137 13206 41.14
04/18/2023 10:16:10.347 13222 41.14
04/18/2023 10:16:10.555 13220 41.14
04/18/2023 10:16:10.765 13200 41.14
04/18/2023 10:16:10.975 13202 41.14
04/18/2023 10:16:11.184 13209 41.14
04/18/2023 10:16:11.406 13210 41.14
04/18/2023 10:16:11.598 13197 41.14
04/18/2023 10:16:11.806 13215 41.14
04/18/2023 10:16:12.015 13216 41.14
04/18/2023 10:16:12.223 13208 41.14
04/18/2023 10:16:12.431 13205 41.14
04/18/2023 10:16:12.598 13223 41.14
04/18/2023 10:16:12.799 13213 41.14
04/18/2023 10:16:13.009 13209 41.14
04/18/2023 10:16:13.216 13208 41.14
04/18/2023 10:16:13.425 13233 41.14
04/18/2023 10:16:13.633 13212 41.14
04/18/2023 10:16:13.841 13210 41.14
04/18/2023 10:16:14.049 13226 41.14
04/18/2023 10:16:14.258 13226 41.14
04/18/2023 10:16:14.462 13211 41.14
04/18/2023 10:16:14.661 13213 41.14
04/18/2023 10:16:14.866 13234 41.14
04/18/2023 10:16:15.074 13232 41.14
04/18/2023 10:16:15.283 13216 41.14
04/18/2023 10:16:15.490 13219 41.14
04/18/2023 10:16:15.698 13235 41.14
04/18/2023 10:16:15.908 13229 41.14
04/18/2023 10:16:16.115 13202 41.14
04/18/2023 10:16:16.322 13214 41.14
04/18/2023 10:16:16.532 13233 41.14
04/18/2023 10:16:16.735 13218 41.14
04/18/2023 10:16:16.948 13203 41.14
04/18/2023 10:16:17.155 13214 41.14
04/18/2023 10:16:17.364 13234 41.14
04/18/2023 10:16:17.572 13213 41.14
04/18/2023 10:16:17.780 13209 41.14
04/18/2023 10:16:17.988 13230 41.14
04/18/2023 10:16:18.196 13224 41.14
04/18/2023 10:16:18.404 13212 41.14
04/18/2023 10:16:18.613 13214 41.14
04/18/2023 10:16:18.821 13231 41.14
04/18/2023 10:16:19.030 13223 41.14
04/18/2023 10:16:19.237 13204 41.14
04/18/2023 10:16:19.446 13217 41.14
04/18/2023 10:16:19.654 13217 41.14
04/18/2023 10:16:19.830 13209 41.14
04/18/2023 10:16:20.039 13205 41.14
04/18/2023 10:16:20.246 13213 41.14
04/18/2023 10:16:20.455 13221 41.14
04/18/2023 10:16:20.657 13206 41.14
04/18/2023 10:16:20.855 13200 41.14
04/18/2023 10:16:21.064 13219 41.14
04/18/2023 10:16:21.272 13209 41.14
04/18/2023 10:16:21.481 13202 41.14
04/18/2023 10:16:21.688 13207 41.14
04/18/2023 10:16:21.912 13203 41.14
04/18/2023 10:16:22.120 13210 41.14
04/18/2023 10:16:22.312 13195 41.14
04/18/2023 10:16:22.521 13205 41.14
04/18/2023 10:16:22.720 13214 41.14
04/18/2023 10:16:22.920 13200 41.14
04/18/2023 10:16:23.129 13200 41.14
04/18/2023 10:16:23.338 13209 41.14
04/18/2023 10:16:23.546 13207 41.14
04/18/2023 10:16:23.754 13193 41.14
04/18/2023 10:16:23.960 13206 41.14
04/18/2023 10:16:24.170 13202 41.14
04/18/2023 10:16:24.378 13208 41.14
04/18/2023 10:16:24.586 13201 41.14
04/18/2023 10:16:24.794 13206 41.14
04/18/2023 10:16:25.002 13217 41.14
04/18/2023 10:16:25.211 13202 41.14
04/18/2023 10:16:25.419 13202 41.14
04/18/2023 10:16:25.628 13212 41.14
04/18/2023 10:16:25.835 13212 41.14
04/18/2023 10:16:26.043 13206 41.14
04/18/2023 10:16:26.251 13207 41.14
04/18/2023 10:16:26.459 13211 41.14
04/18/2023 10:16:26.667 13212 41.14
04/18/2023 10:16:26.880 13211 41.14
04/18/2023 10:16:27.091 13215 41.11
04/18/2023 10:16:27.260 13206 41.14
04/18/2023 10:16:27.468 13205 41.11
04/18/2023 10:16:27.676 13205 41.11
04/18/2023 10:16:27.885 13211 41.11
04/18/2023 10:16:28.093 13215 41.11
04/18/2023 10:16:28.299 13207 41.11
04/18/2023 10:16:28.524 13206 41.11
04/18/2023 10:16:28.717 13215 41.11
04/18/2023 10:16:28.924 13207 41.11
04/18/2023 10:16:29.117 13205 41.11
04/18/2023 10:16:29.325 13212 41.11
04/18/2023 10:16:29.533 13213 41.11
04/18/2023 10:16:29.742 13200 41.11
04/18/2023 10:16:29.951 13203 41.11
04/18/2023 10:16:30.158 13205 41.11
04/18/2023 10:16:30.366 13206 41.11
04/18/2023 10:16:30.575 13207 41.11
04/18/2023 10:16:30.783 13205 41.11
04/18/2023 10:16:30.991 13210 41.11
04/18/2023 10:16:31.199 13201 41.11
04/18/2023 10:16:31.407 13205 41.11
04/18/2023 10:16:31.615 13209 41.11
04/18/2023 10:16:31.825 13212 41.11
04/18/2023 10:16:32.032 13207 41.11
04/18/2023 10:16:32.241 13206 41.11
04/18/2023 10:16:32.448 13203 41.11
04/18/2023 10:16:32.657 13206 41.14
04/18/2023 10:16:32.865 13201 41.14
04/18/2023 10:16:33.073 13194 41.14
04/18/2023 10:16:33.282 13208 41.14
04/18/2023 10:16:33.490 13201 41.14
04/18/2023 10:16:33.697 13202 41.14
04/18/2023 10:16:33.905 13204 41.14
04/18/2023 10:16:34.113 13197 41.14
04/18/2023 10:16:34.323 13201 41.14
04/18/2023 10:16:34.498 13201 41.14
04/18/2023 10:16:34.703 13197 41.14
04/18/2023 10:16:34.903 13206 41.14
04/18/2023 10:16:35.107 13199 41.14
04/18/2023 10:16:35.315 13202 41.14
04/18/2023 10:16:35.524 13204 41.14
04/18/2023 10:16:35.730 13211 41.14
04/18/2023 10:16:35.940 13202 41.14
04/18/2023 10:16:36.148 13203 41.14
04/18/2023 10:16:36.356 13210 41.14
04/18/2023 10:16:36.564 13204 41.14
04/18/2023 10:16:36.769 13198 41.14
04/18/2023 10:16:36.968 13213 41.14
04/18/2023 10:16:37.172 13210 41.14
04/18/2023 10:16:37.381 13201 41.14
04/18/2023 10:16:37.608 13212 41.14
04/18/2023 10:16:37.812 13211 41.14
04/18/2023 10:16:38.005 13216 41.14
04/18/2023 10:16:38.214 13208 41.14
04/18/2023 10:16:38.420 13207 41.14
04/18/2023 10:16:38.630 13212 41.14
04/18/2023 10:16:38.838 13209 41.14
04/18/2023 10:16:39.046 13209 41.14
04/18/2023 10:16:39.254 13209 41.14
04/18/2023 10:16:39.462 13206 41.14
04/18/2023 10:16:39.671 13201 41.14
04/18/2023 10:16:39.879 13202 41.14
04/18/2023 10:16:40.087 13209 41.14
04/18/2023 10:16:40.295 13213 41.11
04/18/2023 10:16:40.504 13207 41.11
04/18/2023 10:16:40.712 13207 41.11
04/18/2023 10:16:40.918 13209 41.11
04/18/2023 10:16:41.127 13219 41.11
04/18/2023 10:16:41.335 13212 41.11
04/18/2023 10:16:41.544 13215 41.11
04/18/2023 10:16:41.751 13223 41.11
04/18/2023 10:16:41.928 13211 41.11
04/18/2023 10:16:42.136 13222 41.11
04/18/2023 10:16:42.345 13215 41.11
04/18/2023 10:16:42.552 13217 41.11
04/18/2023 10:16:42.761 13214 41.11
04/18/2023 10:16:42.959 13212 41.11
04/18/2023 10:16:43.160 13213 41.11
04/18/2023 10:16:43.369 13226 41.11
04/18/2023 10:16:43.577 13207 41.11
04/18/2023 10:16:43.785 13212 41.11
04/18/2023 10:16:43.994 13209 41.11
04/18/2023 10:16:44.202 13211 41.11
04/18/2023 10:16:44.411 13216 41.11
04/18/2023 10:16:44.618 13211 41.11
04/18/2023 10:16:44.825 13211 41.11
04/18/2023 10:16:45.023 13214 41.11
04/18/2023 10:16:45.226 13217 41.11
04/18/2023 10:16:45.434 13214 41.11
04/18/2023 10:16:45.642 13222 41.11
04/18/2023 10:16:45.852 13216 41.11
04/18/2023 10:16:46.059 13220 41.11
04/18/2023 10:16:46.267 13221 41.11
04/18/2023 10:16:46.475 13218 41.11
04/18/2023 10:16:46.684 13222 41.11
04/18/2023 10:16:46.893 13222 41.11
04/18/2023 10:16:47.104 13222 41.11
04/18/2023 10:16:47.314 13218 41.11
04/18/2023 10:16:47.523 13215 41.11
04/18/2023 10:16:47.732 13220 41.11
04/18/2023 10:16:47.941 13223 41.11
04/18/2023 10:16:48.150 13217 41.11
