               data_ora  rad  temperatura elevazione
2023-04-07 23:22:09.734 4826        40.38         20
2023-04-07 23:22:09.942 4821        40.38         20
2023-04-07 23:22:10.148 4838        40.38         20
2023-04-07 23:22:10.358 4840        40.35         20
2023-04-07 23:22:10.566 4826        40.35         20
2023-04-07 23:22:10.774 4818        40.35         20
2023-04-07 23:22:10.983 4822        40.35         20
2023-04-07 23:22:11.192 4821        40.35         20
2023-04-07 23:22:11.415 4837        40.38         20
2023-04-07 23:22:11.608 4828        40.38         20
2023-04-07 23:22:11.825 4826        40.38         20
2023-04-07 23:22:12.040 4822        40.35         20
2023-04-07 23:22:12.248 4834        40.35         20
2023-04-07 23:22:12.456 4832        40.35         20
2023-04-07 23:22:12.632 4826        40.35         20
2023-04-07 23:22:12.840 4827        40.35         20
2023-04-07 23:22:13.042 4822        40.38         20
2023-04-07 23:22:13.241 4836        40.35         20
2023-04-07 23:22:13.449 4820        40.38         20
2023-04-07 23:22:13.656 4813        40.38         20
2023-04-07 23:22:13.866 4830        40.35         20
2023-04-07 23:22:14.073 4806        40.38         20
2023-04-07 23:22:14.282 4822        40.38         20
2023-04-07 23:22:14.490 4807        40.38         20
2023-04-07 23:22:14.698 4808        40.38         20
2023-04-07 23:22:14.906 4810        40.38         20
2023-04-07 23:22:15.114 4818        40.38         20
2023-04-07 23:22:15.323 4812        40.38         20
2023-04-07 23:22:15.531 4812        40.38         20
2023-04-07 23:22:15.743 4810        40.38         20
2023-04-07 23:22:15.961 4812        40.38         20
2023-04-07 23:22:16.172 4812        40.38         20
2023-04-07 23:22:16.380 4815        40.38         20
2023-04-07 23:22:16.556 4819        40.38         20
2023-04-07 23:22:16.763 4827        40.38         20
2023-04-07 23:22:16.961 4822        40.38         20
2023-04-07 23:22:17.165 4814        40.38         20
2023-04-07 23:22:17.373 4816        40.38         20
2023-04-07 23:22:17.579 4823        40.38         20
2023-04-07 23:22:17.790 4824        40.38         20
2023-04-07 23:22:17.998 4815        40.38         20
2023-04-07 23:22:18.206 4823        40.38         20
2023-04-07 23:22:18.428 4826        40.38         20
2023-04-07 23:22:18.638 4821        40.38         20
2023-04-07 23:22:18.830 4831        40.38         20
2023-04-07 23:22:19.038 4835        40.38         20
2023-04-07 23:22:19.247 4824        40.38         20
2023-04-07 23:22:19.456 4829        40.38         20
