               data_ora   rad  temperatura elevazione
2023-04-18 15:12:26.038  5653        41.38         50
2023-04-18 15:12:26.245  5652        41.38         50
2023-04-18 15:12:26.454  5654        41.38         50
2023-04-18 15:12:26.662  5662        41.38         50
2023-04-18 15:12:26.870  5656        41.38         50
2023-04-18 15:12:27.077  5640        41.38         50
2023-04-18 15:12:27.286  5657        41.41         50
2023-04-18 15:12:27.494  5661        41.38         50
2023-04-18 15:12:27.703  5666        41.38         50
2023-04-18 15:12:27.919  5667        41.38         50
2023-04-18 15:12:28.135  5661        41.38         50
2023-04-18 15:12:28.340  5644        41.38         50
2023-04-18 15:12:28.549  5656        41.38         50
2023-04-18 15:12:28.757  5641        41.41         50
2023-04-18 15:12:28.965  5649        41.41         50
2023-04-18 15:12:29.172  5652        41.38         50
2023-04-18 15:12:29.350  5656        41.38         50
2023-04-18 15:12:29.555  5653        41.38         50
2023-04-18 15:12:29.763  5653        41.38         50
2023-04-18 15:12:29.971  5662        41.38         50
2023-04-18 15:12:30.180  5648        41.38         50
2023-04-18 15:12:30.389  5667        41.38         50
2023-04-18 15:12:30.591  5667        41.38         50
2023-04-18 15:12:30.796  5648        41.38         50
2023-04-18 15:12:30.995  5651        41.38         50
2023-04-18 15:12:31.202  5654        41.38         50
2023-04-18 15:12:31.422  5648        41.38         50
2023-04-18 15:12:31.634  5630        41.38         50
2023-04-18 15:12:31.843  5629        41.38         50
2023-04-18 15:12:32.050  5649        41.38         50
2023-04-18 15:12:32.258  5643        41.38         50
2023-04-18 15:12:32.465  5648        41.38         50
2023-04-18 15:12:32.676  5667        41.38         50
2023-04-18 15:12:32.883  5665        41.38         50
2023-04-18 15:12:33.103  5679        41.38         50
2023-04-18 15:12:33.312  5698        41.38         50
2023-04-18 15:12:33.472  5691        41.38         50
2023-04-18 15:12:33.681  5689        41.38         50
2023-04-18 15:12:33.889  5670        41.38         50
2023-04-18 15:12:34.097  5686        41.38         50
2023-04-18 15:12:34.304  5674        41.38         50
2023-04-18 15:12:34.513  5668        41.38         50
2023-04-18 15:12:34.721  5686        41.38         50
2023-04-18 15:12:34.928  5669        41.38         50
2023-04-18 15:12:35.136  5657        41.38         50
2023-04-18 15:12:35.344  5662        41.38         50
2023-04-18 15:12:35.550  5648        41.38         50
2023-04-18 15:12:35.757  5654        41.38         50
2023-04-18 15:12:35.965  5664        41.38         50
2023-04-18 15:12:36.173  5642        41.38         50
2023-04-18 15:12:36.392  5636        41.38         50
2023-04-18 15:12:36.604  5642        41.38         50
2023-04-18 15:12:36.812  5666        41.38         50
2023-04-18 15:12:37.020  5687        41.38         50
2023-04-18 15:12:37.228  5677        41.38         50
2023-04-18 15:12:37.435  5655        41.38         50
2023-04-18 15:12:37.612  5659        41.38         50
2023-04-18 15:12:37.819  5678        41.38         50
2023-04-18 15:12:38.027  5689        41.38         50
2023-04-18 15:12:38.234  5669        41.38         50
2023-04-18 15:12:38.441  5654        41.38         50
2023-04-18 15:12:38.649  5648        41.38         50
2023-04-18 15:12:38.853  5650        41.38         50
2023-04-18 15:12:39.049  5671        41.38         50
2023-04-18 15:12:39.258  5665        41.38         50
2023-04-18 15:12:39.464  5665        41.41         50
2023-04-18 15:12:39.685  5683        41.38         50
2023-04-18 15:12:39.896  5643        41.38         50
2023-04-18 15:12:40.105  5663        41.38         50
2023-04-18 15:12:40.312  5666        41.38         50
2023-04-18 15:12:40.519  5666        41.38         50
2023-04-18 15:12:40.729  5659        41.38         50
2023-04-18 15:12:40.937  5621        41.38         50
2023-04-18 15:12:41.155  5625        41.38         50
