RAL10
Sampling=1
Gain=5
Zero_base=6877
Time_cost=0
Integrator=0
Polarization=A
Date=18/4/2023

UTC RAD T(C)
04/18/2023 08:42:31.880 15373 40.80
04/18/2023 08:42:32.088 15377 40.80
04/18/2023 08:42:32.296 15379 40.80
04/18/2023 08:42:32.509 15385 40.80
04/18/2023 08:42:32.727 15404 40.80
04/18/2023 08:42:32.936 15379 40.80
04/18/2023 08:42:33.146 15381 40.80
04/18/2023 08:42:33.353 15372 40.80
04/18/2023 08:42:33.562 15382 40.80
04/18/2023 08:42:33.769 15390 40.80
04/18/2023 08:42:33.946 15407 40.80
04/18/2023 08:42:34.155 15376 40.80
04/18/2023 08:42:34.361 15392 40.80
04/18/2023 08:42:34.569 15393 40.80
04/18/2023 08:42:34.769 15392 40.80
04/18/2023 08:42:34.971 15372 40.80
04/18/2023 08:42:35.178 15373 40.80
04/18/2023 08:42:35.386 15381 40.80
04/18/2023 08:42:35.595 15371 40.80
04/18/2023 08:42:35.802 15389 40.80
04/18/2023 08:42:36.010 15389 40.80
04/18/2023 08:42:36.220 15380 40.80
04/18/2023 08:42:36.428 15398 40.80
04/18/2023 08:42:36.636 15383 40.80
04/18/2023 08:42:36.860 15398 40.80
04/18/2023 08:42:37.067 15400 40.80
04/18/2023 08:42:37.292 15386 40.80
04/18/2023 08:42:37.484 15383 40.80
04/18/2023 08:42:37.692 15400 40.80
04/18/2023 08:42:37.901 15385 40.80
04/18/2023 08:42:38.076 15395 40.80
04/18/2023 08:42:38.286 15387 40.80
04/18/2023 08:42:38.493 15399 40.80
04/18/2023 08:42:38.693 15401 40.80
04/18/2023 08:42:38.893 15403 40.80
04/18/2023 08:42:39.102 15405 40.80
04/18/2023 08:42:39.311 15393 40.80
04/18/2023 08:42:39.519 15404 40.80
04/18/2023 08:42:39.726 15404 40.80
04/18/2023 08:42:39.935 15416 40.80
04/18/2023 08:42:40.143 15422 40.80
04/18/2023 08:42:40.351 15428 40.80
04/18/2023 08:42:40.560 15435 40.80
04/18/2023 08:42:40.768 15403 40.80
04/18/2023 08:42:40.976 15401 40.80
04/18/2023 08:42:41.184 15396 40.80
04/18/2023 08:42:41.400 15414 40.80
04/18/2023 08:42:41.616 15411 40.80
04/18/2023 08:42:41.825 15429 40.80
04/18/2023 08:42:42.032 15389 40.80
04/18/2023 08:42:42.240 15410 40.80
04/18/2023 08:42:42.416 15425 40.77
04/18/2023 08:42:42.619 15405 40.77
04/18/2023 08:42:42.817 15417 40.80
04/18/2023 08:42:43.025 15418 40.80
04/18/2023 08:42:43.233 15405 40.77
04/18/2023 08:42:43.442 15400 40.77
04/18/2023 08:42:43.650 15414 40.80
04/18/2023 08:42:43.858 15430 40.80
04/18/2023 08:42:44.066 15405 40.80
04/18/2023 08:42:44.274 15417 40.80
04/18/2023 08:42:44.483 15415 40.80
04/18/2023 08:42:44.691 15420 40.80
04/18/2023 08:42:44.900 15404 40.80
04/18/2023 08:42:45.108 15411 40.80
04/18/2023 08:42:45.315 15416 40.80
04/18/2023 08:42:45.524 15415 40.77
04/18/2023 08:42:45.743 15408 40.80
04/18/2023 08:42:45.956 15404 40.77
04/18/2023 08:42:46.164 15395 40.80
04/18/2023 08:42:46.373 15419 40.80
04/18/2023 08:42:46.546 15426 40.80
04/18/2023 08:42:46.745 15419 40.80
04/18/2023 08:42:46.965 15410 40.80
04/18/2023 08:42:47.172 15402 40.80
04/18/2023 08:42:47.366 15427 40.77
04/18/2023 08:42:47.574 15423 40.77
04/18/2023 08:42:47.782 15420 40.77
04/18/2023 08:42:47.989 15409 40.77
04/18/2023 08:42:48.198 15409 40.77
