               data_ora   rad  temperatura elevazione
2023-04-20 22:07:08.104  6096        40.50         20
2023-04-20 22:07:08.312  6090        40.50         20
2023-04-20 22:07:08.529  6099        40.50         20
2023-04-20 22:07:08.743  6090        40.50         20
2023-04-20 22:07:08.953  6074        40.50         20
2023-04-20 22:07:09.161  6086        40.50         20
2023-04-20 22:07:09.369  6070        40.50         20
2023-04-20 22:07:09.576  6074        40.50         20
2023-04-20 22:07:09.785  6065        40.50         20
2023-04-20 22:07:09.994  6070        40.50         20
2023-04-20 22:07:10.169  6055        40.50         20
2023-04-20 22:07:10.378  6059        40.50         20
2023-04-20 22:07:10.585  6073        40.50         20
2023-04-20 22:07:10.794  6058        40.50         20
2023-04-20 22:07:11.002  6083        40.50         20
2023-04-20 22:07:11.211  6073        40.50         20
2023-04-20 22:07:11.413  6059        40.50         20
2023-04-20 22:07:11.610  6065        40.50         20
2023-04-20 22:07:11.820  6079        40.50         20
2023-04-20 22:07:12.023  6097        40.50         20
2023-04-20 22:07:12.236  6065        40.50         20
2023-04-20 22:07:12.443  6077        40.50         20
2023-04-20 22:07:12.659  6092        40.50         20
2023-04-20 22:07:12.875  6072        40.50         20
2023-04-20 22:07:13.083  6086        40.50         20
2023-04-20 22:07:13.290  6073        40.50         20
2023-04-20 22:07:13.500  6061        40.50         20
2023-04-20 22:07:13.707  6080        40.50         20
2023-04-20 22:07:13.916  6087        40.50         20
2023-04-20 22:07:14.123  6092        40.50         20
2023-04-20 22:07:14.300  6102        40.47         20
2023-04-20 22:07:14.508  6120        40.47         20
2023-04-20 22:07:14.716  6123        40.47         20
2023-04-20 22:07:14.925  6125        40.47         20
2023-04-20 22:07:15.132  6133        40.47         20
2023-04-20 22:07:15.333  6138        40.47         20
2023-04-20 22:07:15.534  6133        40.47         20
2023-04-20 22:07:15.758  6109        40.47         20
2023-04-20 22:07:15.966  6117        40.47         20
2023-04-20 22:07:16.174  6107        40.47         20
2023-04-20 22:07:16.365  6107        40.47         20
2023-04-20 22:07:16.578  6116        40.47         20
2023-04-20 22:07:16.795  6047        40.47         20
2023-04-20 22:07:17.006  6097        40.47         20
2023-04-20 22:07:17.214  6094        40.47         20
2023-04-20 22:07:17.423  6100        40.47         20
2023-04-20 22:07:17.632  6103        40.47         20
2023-04-20 22:07:17.840  6155        40.47         20
2023-04-20 22:07:18.048  6171        40.47         20
2023-04-20 22:07:18.225  6177        40.47         20
2023-04-20 22:07:18.433  6160        40.47         20
2023-04-20 22:07:18.641  6163        40.47         20
2023-04-20 22:07:18.848  6145        40.47         20
2023-04-20 22:07:19.054  6152        40.47         20
2023-04-20 22:07:19.254  6144        40.47         20
2023-04-20 22:07:19.458  6153        40.47         20
2023-04-20 22:07:19.665  6160        40.47         20
2023-04-20 22:07:19.874  6175        40.47         20
2023-04-20 22:07:20.081  6176        40.47         20
2023-04-20 22:07:20.291  6188        40.47         20
2023-04-20 22:07:20.499  6194        40.47         20
2023-04-20 22:07:20.719  6194        40.47         20
2023-04-20 22:07:20.931  6199        40.47         20
2023-04-20 22:07:21.139  6202        40.47         20
2023-04-20 22:07:21.347  6213        40.47         20
2023-04-20 22:07:21.554  6211        40.47         20
2023-04-20 22:07:21.763  6213        40.47         20
2023-04-20 22:07:21.972  6219        40.47         20
2023-04-20 22:07:22.147  6220        40.47         20
2023-04-20 22:07:22.355  6216        40.47         20
