               data_ora   rad  temperatura elevazione
2023-03-04 02:00:02.107   527        40.32         20
2023-03-04 02:00:02.324   534        40.32         20
2023-03-04 02:00:02.539   570        40.32         20
2023-03-04 02:00:02.745   535        40.32         20
2023-03-04 02:00:02.953   540        40.32         20
2023-03-04 02:00:03.160   579        40.32         20
2023-03-04 02:00:03.367   588        40.32         20
2023-03-04 02:00:03.578   527        40.32         20
2023-03-04 02:00:03.798   567        40.32         20
2023-03-04 02:00:04.009   551        40.32         20
2023-03-04 02:00:04.180   556        40.32         20
2023-03-04 02:00:04.385   538        40.32         20
2023-03-04 02:00:04.585   531        40.32         20
2023-03-04 02:00:04.792   561        40.32         20
2023-03-04 02:00:05.000   578        40.32         20
2023-03-04 02:00:05.208   561        40.32         20
2023-03-04 02:00:05.414   569        40.32         20
2023-03-04 02:00:05.623   566        40.32         20
2023-03-04 02:00:05.832   559        40.32         20
2023-03-04 02:00:06.040   558        40.35         20
2023-03-04 02:00:06.247   580        40.35         20
2023-03-04 02:00:06.455   552        40.35         20
2023-03-04 02:00:06.663   559        40.35         20
2023-03-04 02:00:06.869   589        40.35         20
2023-03-04 02:00:07.091   562        40.35         20
2023-03-04 02:00:07.302   590        40.35         20
2023-03-04 02:00:07.510   557        40.35         20
2023-03-04 02:00:07.718   571        40.35         20
2023-03-04 02:00:07.926   586        40.35         20
2023-03-04 02:00:08.102   584        40.35         20
2023-03-04 02:00:08.310   571        40.35         20
2023-03-04 02:00:08.518   568        40.35         20
2023-03-04 02:00:08.724   584        40.35         20
2023-03-04 02:00:08.930   583        40.35         20
2023-03-04 02:00:09.134   568        40.35         20
2023-03-04 02:00:09.332   559        40.35         20
2023-03-04 02:00:09.541   566        40.35         20
2023-03-04 02:00:09.749   555        40.35         20
2023-03-04 02:00:09.957   573        40.35         20
2023-03-04 02:00:10.164   600        40.35         20
2023-03-04 02:00:10.386   565        40.35         20
2023-03-04 02:00:10.597   607        40.35         20
2023-03-04 02:00:10.802   555        40.35         20
2023-03-04 02:00:11.010   578        40.35         20
2023-03-04 02:00:11.218   558        40.35         20
2023-03-04 02:00:11.427   551        40.35         20
2023-03-04 02:00:11.635   580        40.35         20
2023-03-04 02:00:11.857   574        40.35         20
2023-03-04 02:00:12.033   561        40.35         20
2023-03-04 02:00:12.225   568        40.35         20
2023-03-04 02:00:12.434   569        40.35         20
2023-03-04 02:00:12.640   557        40.35         20
